sgRNA	gene	counts	control mean	control stdev	fold change	p-value	significant
sgSHC4_4	SHC4	6390.69353518	4277.21470443	1146.04608408	1.49412502687	0.0452942082063	False
sgFAM3C_4	FAM3C	4595.53929406	3106.51555882	832.877042524	1.47932279979	0.0495713561159	False
sgNDFIP2_3	NDFIP2	5028.46919229	3406.19933697	913.044287671	1.47626979364	0.0504447243194	False
INTERGENIC33423	Intergenic	6267.52845183	4253.26324188	1139.63892738	1.47358112945	0.0512022131051	False
sgPHEX_2	PHEX	6745.37193309	4603.92391409	1233.44270483	1.46513540601	0.0537941567776	False
sgGEM_2	GEM	5366.01560492	3715.06642599	995.668093663	1.44439290974	0.0607483009235	False
INTERGENIC50500	Intergenic	6459.68450292	4483.8723974	1201.32822514	1.44064860246	0.0620892113974	False
sgSRGAP3_4	SRGAP3	9680.03470848	6822.15155737	1826.8312751	1.41891229286	0.0701855306482	False
sgNDFIP2_2	NDFIP2	4205.67087234	2978.28808934	798.575398207	1.41211016066	0.0732166591052	False
sgPTMS_4	PTMS	3873.68077926	2756.15977244	739.15467434	1.40546307148	0.0760384946631	False
sgENTPD1_1	ENTPD1	7029.67028337	5106.1477876	1367.79049583	1.37670717257	0.0889135670963	False
INTERGENIC30558	Intergenic	4738.61452246	3443.20825475	922.944397505	1.3762207139	0.0892709111786	False
sgP2RY1_1	P2RY1	6552.75285537	4763.74977422	1276.19705002	1.37554514111	0.0895074241779	False
sgCLNK_4	CLNK	5963.78298312	4341.50679098	1163.24459382	1.37366662549	0.090461391893	False
sgAKAP5_4	AKAP5	4874.74435142	3571.32530393	957.216481461	1.36496788631	0.0949001295464	False
sgSPRY1_2	SPRY1	10127.7814588	7432.25600283	1990.0376525	1.36267930692	0.095873228934	False
sgXCL2_5	XCL2	9668.45904275	7167.85512467	1919.30892921	1.34886362442	0.103227585382	False
sgCAMK1_3	CAMK1	6734.72232062	5006.0543639	1341.01492828	1.34531545826	0.10530240629	False
sgNTRK1_4	NTRK1	4226.97009728	3159.37953797	847.01848308	1.3379114622	0.109723118519	False
sgSNX9_2	SNX9	6228.63421498	4662.0303904	1248.98652486	1.33603466588	0.11060197186	False
sgSHC4_5	SHC4	6721.29454837	5057.33578576	1354.73300422	1.32901884176	0.114676283926	False
sgATP9A_1	ATP9A	9154.03645779	6922.90293784	1853.78283812	1.32228294113	0.118675245174	False
sgMS4A6A_2	MS4A6A	5926.74085279	4515.5426086	1209.80019123	1.31252019226	0.124991122873	False
sgPTMS_3	PTMS	6869.00004306	5268.55836995	1411.23626031	1.30377222017	0.130557364891	False
sgXCL2_4	XCL2	7051.89556157	5417.27414613	1451.01858334	1.30174242088	0.132015282533	False
sgOAS1_4	OAS1	6193.44419117	4802.13319923	1286.46483851	1.28972769688	0.140229898194	False
sgRYR1_3	RYR1	4970.59086365	3888.39856607	1042.03547373	1.27831310993	0.148518115666	False
sgNTRK1_5	NTRK1	3090.70274941	2418.96966512	648.954135265	1.27769388512	0.149239351807	False
sgGEM_4	GEM	10436.6202205	8197.72538076	2194.8050084	1.27311171523	0.152173541052	False
sgCLNK_1	CLNK	7420.92778498	5930.84922509	1588.40284933	1.25124202342	0.169335874234	False
sgXCL2_2	XCL2	14354.7515561	11476.4037392	3071.86975207	1.25080572994	0.169533553549	False
INTERGENIC4649	Intergenic	13947.2881225	11186.2624463	2994.25534368	1.24682289455	0.172762454003	False
sgOAS1_5	OAS1	3977.39874418	3217.28977268	862.509826815	1.23625754135	0.181934745987	False
sgAKAP5_1	AKAP5	4089.45118843	3310.70069636	887.497820331	1.23522225761	0.182823573898	False
sgPHEX_4	PHEX	7810.33318007	6359.17225555	1702.98169272	1.22819965653	0.188711033941	False
sgSLC29A1_5	SLC29A1	2186.41174273	1783.95084847	479.082150371	1.22560088727	0.191546411074	False
sgSH3BGRL2_2	SH3BGRL2	6510.15440549	5314.58691217	1423.54915953	1.22495962773	0.191584140298	False
sgENTPD1_4	ENTPD1	4983.55560927	4105.25683578	1100.04634351	1.21394490251	0.201705142479	False
sgPHLDA1_1	PHLDA1	6699.06927017	5557.42343528	1488.50932031	1.20542718189	0.209496633254	False
sgSERPINE1_2	SERPINE1	4951.60677186	4109.23335153	1101.11008491	1.20499527485	0.21009046686	False
sgCAMK1_1	CAMK1	6222.15184217	5164.947683	1383.51980617	1.20468826096	0.210225930257	False
sgSERPINE1_5	SERPINE1	8205.75792134	6867.47857059	1838.95650706	1.19487200972	0.219737215798	False
sgSRGAP3_2	SRGAP3	6148.99363477	5150.15029186	1379.56141893	1.19394450381	0.220769639963	False
sgNTRK1_3	NTRK1	8742.86881113	7325.06867392	1961.36443891	1.1935545181	0.221031984833	False
sgMS4A6A_3	MS4A6A	6250.39646655	5244.65994031	1404.84329314	1.19176391562	0.222801883026	False
INTERGENIC14666	Intergenic	8283.54639504	6974.60934588	1867.61459399	1.18767173676	0.226841225166	False
sgSLC29A1_3	SLC29A1	3481.03419776	2990.13133	801.743538946	1.16417435008	0.251293230809	False
sgMYO1E_1	MYO1E	9430.92638201	8140.68500981	2179.54638948	1.15849297334	0.257407887205	False
sgSLC29A1_4	SLC29A1	8659.98704451	7534.51293505	2017.3919569	1.14937582816	0.26750761711	False
sgNDFIP2_5	NDFIP2	6319.38743429	5522.63379375	1479.20289223	1.14427059086	0.273216661507	False
sgXCL2_3	XCL2	12450.7860572	10900.0039298	2917.67959879	1.14227353838	0.275438395151	False
sgATP9A_4	ATP9A	1728.94143315	1521.17987445	408.788840786	1.13657921866	0.28290308192	False
sgPDE7B_4	PDE7B	8207.61002786	7259.70078915	1943.87816175	1.13057139216	0.289018346367	False
sgPLS3_2	PLS3	7918.68141129	7020.07274792	1879.77631045	1.12800560559	0.292058669501	False
sgRYR1_5	RYR1	7608.45356977	6770.3646285	1812.97797914	1.12378785889	0.297035649863	False
sgCAMK1_2	CAMK1	5941.0946783	5306.99000973	1421.51694454	1.1194848054	0.302157223358	False
sgMYO1E_2	MYO1E	4939.10505287	4418.98938611	1183.97164099	1.1177001394	0.304335877614	False
sgNTRK1_1	NTRK1	4637.21169068	4158.64790085	1114.32876779	1.11507677525	0.307560313709	False
sgFAM3C_2	FAM3C	11459.9090708	10288.0629956	2753.98199336	1.11390347004	0.308985958196	False
sgSNX9_5	SNX9	7566.31814652	6893.44598356	1845.90293661	1.09761042076	0.329238719511	False
sgCLNK_3	CLNK	5967.02416953	5443.69400174	1458.08604605	1.09613511847	0.331067225741	False
sgSRGAP3_5	SRGAP3	6402.73222753	5845.23634313	1565.50091584	1.09537610657	0.332184136393	False
sgMYO1E_5	MYO1E	6775.93169061	6197.12199238	1659.63232813	1.09339975862	0.334736980792	False
sgPTMS_2	PTMS	2433.20493605	2241.26784605	601.417707313	1.08563772971	0.344705744811	False
sgENTPD1_3	ENTPD1	2525.34723524	2335.45368397	626.613054419	1.08130906323	0.35041869675	False
sgSH3BGRL2_5	SH3BGRL2	4758.52466751	4433.8835241	1187.95590988	1.07321823896	0.361048215186	False
sgPHLDA1_3	PHLDA1	4924.28820074	4626.43745485	1239.46520785	1.06438015185	0.372833739198	False
sgPHEX_3	PHEX	7039.39384258	6696.26686771	1793.15640942	1.05124153228	0.390818896782	False
sgDUSP4_4	DUSP4	9986.09531033	9511.58849133	2546.27073573	1.04988723171	0.392637018152	False
sgPTPN22_2	PTPN22	6208.2610433	5918.26257373	1585.03584843	1.04900060887	0.393901356842	False
INTERGENIC53513	Intergenic	4867.33592536	4640.13109771	1243.12833687	1.04896517423	0.393979594383	False
sgPLS3_1	PLS3	8452.55111467	8081.67864842	2163.76185702	1.04589052379	0.398276503835	False
sgNTRK1_2	NTRK1	4147.7925437	3994.72283609	1070.47784602	1.03831797947	0.409053393191	False
sgPTMS_1	PTMS	3584.75216268	3459.86830901	927.401062862	1.03609497314	0.412209242716	False
INTERGENIC42167	Intergenic	5657.72238127	5469.0707828	1464.87448028	1.03449426895	0.4143959988	False
sgLAT_3	LAT	2105.84510926	2048.75933432	549.9203483	1.0278635826	0.4241213279	False
sgPHEX_5	PHEX	2320.68946517	2269.17811188	608.883892737	1.02270044516	0.431398262274	False
sgSH3BGRL2_1	SH3BGRL2	7809.87015344	7669.92504776	2053.61545803	1.01824595479	0.437724281438	False
sgSNX9_1	SNX9	1978.97581288	1959.07719646	525.929737652	1.01015713748	0.449844451777	False
sgRYR1_4	RYR1	3575.95465673	3622.91661375	971.017466885	0.987037527488	0.48390005528	False
INTERGENIC17236	Intergenic	7094.95703807	7189.49244682	1925.09703477	0.986850892542	0.484105745793	False
sgDUSP4_3	DUSP4	8712.30905361	8882.82548326	2378.07311997	0.980803807305	0.493069525367	False
sgSERPINE1_3	SERPINE1	5833.67250034	6001.66326968	1607.34600918	0.972009297791	0.506418301288	False
sgNDFIP2_4	NDFIP2	6957.90115585	7195.94916106	1926.8242422	0.96691916523	0.51419201253	False
sgMS4A6A_5	MS4A6A	14392.2567131	14920.4675213	3993.17591129	0.964598240139	0.517638991185	False
sgSERPINE1_4	SERPINE1	3085.14642986	3203.9501471	858.941395098	0.962919611172	0.519956166714	False
sgRYR1_1	RYR1	4275.58789334	4446.04593349	1191.20942538	0.961660755939	0.522105040927	False
sgSPRY1_4	SPRY1	4034.35101956	4195.56313493	1124.20380997	0.961575571578	0.522145115111	False
sgSHC4_2	SHC4	10060.179571	10539.8197248	2821.32831999	0.954492565687	0.533026150407	False
sgSLC29A1_2	SLC29A1	5304.89608988	5611.95535855	1503.09692148	0.945284798426	0.547233733184	False
sgPHLDA1_2	PHLDA1	4634.43353091	4934.22219567	1321.79940876	0.939242974298	0.556355250232	False
INTERGENIC9892	Intergenic	3712.08448569	3971.71144061	1064.32216158	0.934630962294	0.563259540791	False
sgDUSP4_5	DUSP4	3106.90868143	3369.19173612	903.144529673	0.92215252938	0.58272304513	False
sgP2RY1_3	P2RY1	10685.2655203	11865.6816769	3176.00376278	0.900518470936	0.615850369171	False
INTERGENIC47459	Intergenic	5882.2902964	6573.57189797	1760.33481118	0.894839272727	0.624421435927	False
sgENTPD1_2	ENTPD1	1697.45562237	1910.44743488	512.920924391	0.888512079097	0.633617556681	False
sgSH3BGRL2_4	SH3BGRL2	6259.1939725	7061.99093532	1890.98966194	0.886321439638	0.637358113224	False
sgXCL2_1	XCL2	7527.42390968	8493.15180331	2273.833231	0.886293343626	0.637481466007	False
sgOAS1_2	OAS1	3013.84032897	3406.18723506	913.041050338	0.884813464729	0.639674385373	False
sgPTPN22_1	PTPN22	7416.76054532	8584.98506853	2298.39914337	0.863922358177	0.671151456269	False
INTERGENIC22544	Intergenic	7663.09071201	8873.6079794	2375.60738617	0.86358229142	0.671548737162	False
sgPDE7B_1	PDE7B	4412.18074893	5160.82062713	1382.41579499	0.854937822434	0.684195673	False
sgGEM_5	GEM	3877.84801892	4556.38823326	1220.72663368	0.851079368218	0.690024090705	False
sgSRGAP3_1	SRGAP3	8534.50682802	10075.2949837	2697.06536511	0.84707265066	0.695952255242	False
sgCAMK1_5	CAMK1	4257.99288143	5094.17520109	1364.58776	0.835855209793	0.712154341375	False
sgMS4A6A_1	MS4A6A	6032.77395086	7239.28917776	1938.41794076	0.833337887564	0.715768060067	False
sgPDE7B_3	PDE7B	12217.4206361	14689.723161	3931.45051734	0.831698494396	0.718162208853	False
sgSPRY1_5	SPRY1	5522.51860557	6643.32853772	1778.99510687	0.831287896453	0.71862067275	False
INTERGENIC2261	Intergenic	2761.02778947	3357.38530725	899.986238145	0.822374418423	0.730758765417	False
INTERGENIC12191	Intergenic	4113.99159977	5114.12446761	1369.92430364	0.804437128159	0.755981110505	False
sgCLNK_5	CLNK	5757.27310653	7177.50222163	1921.88958199	0.802127666249	0.759030062502	False
sgLAMP1_2	LAMP1	3905.16659004	4882.93326456	1308.07932338	0.799758337552	0.762041084716	False
sgATP9A_3	ATP9A	1791.45002808	2292.97985277	615.25101919	0.781275956662	0.78587348817	False
INTERGENIC27867	Intergenic	7379.71841499	9448.80593399	2529.47605134	0.78102127047	0.786900848552	False
sgP2RY1_2	P2RY1	3218.49809904	4197.66899408	1124.76713967	0.766734609989	0.804539917393	False
sgMS4A6A_4	MS4A6A	3207.84848657	4213.76988293	1129.07422202	0.761277567521	0.811298544993	False
sgP2RY1_5	P2RY1	6041.57145682	7978.52735102	2136.16830648	0.757228895887	0.816302984215	False
sgENTPD1_5	ENTPD1	3672.26419559	4926.12649825	1319.63376295	0.745466889024	0.829868469345	False
sgPLS3_4	PLS3	2610.08110837	3512.59654589	941.506184817	0.743063165459	0.83237259332	False
sgPDE7B_5	PDE7B	3895.44303082	5256.31037396	1407.95985105	0.741098366283	0.834921187988	False
sgPDE7B_2	PDE7B	4719.16740404	6383.53681933	1709.49935162	0.739271588401	0.837005168301	False
sgATP9A_5	ATP9A	3136.54238569	4263.8276444	1142.46496702	0.735616597873	0.841000281678	False
sgPTPN22_4	PTPN22	3583.36308279	4878.84817226	1306.98653758	0.734469070623	0.842289958088	False
sgPLS3_5	PLS3	3657.44734345	5073.38023718	1359.0249874	0.720909368599	0.856938536279	False
sgZAP70_3	ZAP70	3048.10429953	4229.15520177	1133.18988516	0.720735975415	0.856952916749	False
sgPHLDA1_4	PHLDA1	5578.54482769	7858.92611423	2104.17430457	0.709835510171	0.868458022858	False
sgMYO1E_4	MYO1E	4737.6884692	6857.46165645	1836.27692598	0.690880781629	0.886656896393	False
sgATP9A_2	ATP9A	3799.13349197	5540.21864346	1483.90694011	0.6857371047	0.891175892205	False
sgLAMP1_1	LAMP1	2712.87302004	4083.1609196	1094.13555567	0.664405119822	0.909313658999	False
sgFAM3C_1	FAM3C	2737.87645801	4177.91929616	1119.48397938	0.655320570823	0.916428010673	False
INTERGENIC7310	Intergenic	4183.44559414	6475.65945508	1734.14267852	0.646026188245	0.923399727581	False
sgOAS1_3	OAS1	4689.9967264	7283.43757358	1950.22788523	0.643926261332	0.924988842803	False
sgAKAP5_3	AKAP5	2118.80985487	3410.79095403	914.272573092	0.62120777363	0.939791308751	False
INTERGENIC19822	Intergenic	3669.48603581	5921.5404191	1585.91269073	0.61968436861	0.940865741385	False
sgSRGAP3_3	SRGAP3	2517.47578255	4141.77532657	1109.81525488	0.607825288446	0.947663037586	False
sgNDFIP2_1	NDFIP2	3925.07673509	6588.09602488	1764.2200973	0.59578317017	0.95419555382	False
sgDUSP4_1	DUSP4	4148.71859696	7313.77487668	1958.34328458	0.567247237837	0.96723278196	False
sgPHLDA1_5	PHLDA1	2062.32060612	3789.98022489	1015.70798203	0.544150756401	0.975434259759	False
sgPLS3_3	PLS3	4541.82820508	8367.99383665	2240.35277419	0.542761896548	0.976056993124	False
sgZAP70_1	ZAP70	2883.26681956	5462.20864677	1463.03881961	0.527857320365	0.980390371539	False
sgPTPN22_5	PTPN22	1137.65642776	2174.95809486	583.679395436	0.523070504415	0.98146162079	False
INTERGENIC44800	Intergenic	4381.15796478	8445.70848528	2261.14187784	0.518743687687	0.982829025942	False
sgPTPN22_3	PTPN22	2402.1821519	4683.22217295	1254.65544971	0.512933630562	0.984145026776	False
INTERGENIC36225	Intergenic	2269.75653597	4743.61887605	1270.81191809	0.478486277097	0.990774506984	False
sgGEM_3	GEM	1325.18221255	2814.9023946	754.868698456	0.470773770022	0.991802482088	False
sgPHEX_1	PHEX	2642.49297241	5629.79336557	1507.86869026	0.469376547383	0.992100471279	False
sgAKAP5_5	AKAP5	1942.85973581	4200.00228169	1125.39130781	0.462585400079	0.992963710801	False
INTERGENIC25153	Intergenic	2209.10004755	5336.66077113	1429.45404343	0.413947999	0.997245007816	False
sgGEM_1	GEM	3187.47531489	8098.50473239	2168.26292881	0.393588127712	0.998249745739	False
sgLAT_2	LAT	2738.80251127	7019.82335998	1879.70959777	0.390152625048	0.998381206324	False
sgZAP70_4	ZAP70	2153.99987869	5873.43900678	1573.04528903	0.366735719261	0.999079733794	False
sgLAT_5	LAT	2546.18343356	6974.29538514	1867.53060772	0.365081100377	0.999117380179	False
sgLAMP1_4	LAMP1	2682.77628915	8271.9463089	2214.65952255	0.324322256089	0.999717130738	False
sgZAP70_2	ZAP70	1646.05966654	7121.22746577	1906.83576772	0.231148306167	0.999991625118	False
sgLAMP1_3	LAMP1	1575.67961891	8011.77429795	2145.06205127	0.196670495238	0.999998634436	False
sgLAT_4	LAT	1472.42468062	7675.96920929	2055.23230519	0.191822640304	0.999998969139	False
sgLAMP1_5	LAMP1	1346.01841086	7380.13071927	1976.09384591	0.182384088041	0.999999419832	False
sgLAT_1	LAT	927.905364765	6672.6466999	1786.83788101	0.139061066245	0.999999976609	False
sgZAP70_5	ZAP70	696.855076832	7882.74061719	2110.54481776	0.0884026394719	0.999999999917	False
