sgRNA	gene	counts	control mean	control stdev	fold change	p-value	significant
sgATP9A_3	ATP9A	3041.10937768	2292.97985277	615.25101919	1.3262695588	0.116580421153	False
sgSNX9_2	SNX9	6131.56618025	4662.0303904	1248.98652486	1.31521368734	0.123239249026	False
sgSH3BGRL2_3	SH3BGRL2	3470.37251955	2643.21518933	708.94127566	1.31293605362	0.124878333129	False
sgP2RY1_4	P2RY1	8735.68330131	6690.30942443	1791.56275967	1.30572186533	0.129292208625	False
sgNTRK1_5	NTRK1	3145.15515306	2418.96966512	648.954135265	1.30020446243	0.133225106019	False
sgPTPN22_5	PTPN22	2786.64313845	2174.95809486	583.679395436	1.28123992137	0.146700764107	False
sgLAT_4	LAT	9767.22284584	7675.96920929	2055.23230519	1.27244163955	0.152649340449	False
sgAKAP5_1	AKAP5	4147.56188048	3310.70069636	887.497820331	1.25277464225	0.16824217341	False
sgSHC4_2	SHC4	13181.7079203	10539.8197248	2821.32831999	1.25065781621	0.169662995713	False
sgSPRY1_2	SPRY1	9255.91217823	7432.25600283	1990.0376525	1.24537047361	0.174088115686	False
sgPHLDA1_1	PHLDA1	6886.6412359	5557.42343528	1488.50932031	1.23917878781	0.179313271159	False
sgAKAP5_2	AKAP5	1604.68313008	1317.24797329	354.235276116	1.21820884345	0.198623973022	False
sgP2RY1_5	P2RY1	9415.25085139	7978.52735102	2136.16830648	1.18007377015	0.234482220597	False
INTERGENIC4649	Intergenic	13102.633131	11186.2624463	2994.25534368	1.17131465437	0.243580728796	False
sgSPRY1_4	SPRY1	4846.74949107	4195.56313493	1124.20380997	1.15520833204	0.261153858806	False
INTERGENIC14666	Intergenic	8019.25381937	6974.60934588	1867.61459399	1.14977820573	0.266958483077	False
sgSRGAP3_1	SRGAP3	11515.1918723	10075.2949837	2697.06536511	1.14291362098	0.274653143977	False
INTERGENIC42167	Intergenic	6224.91010445	5469.0707828	1464.87448028	1.13820251221	0.280261384382	False
sgSPRY1_1	SPRY1	5208.82878941	4580.48590262	1227.17290046	1.13717821649	0.281478140286	False
sgXCL2_3	XCL2	12318.4252583	10900.0039298	2917.67959879	1.13013035019	0.289461590337	False
sgLAMP1_1	LAMP1	4598.22872472	4083.1609196	1094.13555567	1.12614438061	0.294260762019	False
sgCAMK1_4	CAMK1	7398.54645079	6626.28623242	1774.43619383	1.11654495313	0.305779170244	False
sgPHLDA1_5	PHLDA1	4187.39654877	3789.98022489	1015.70798203	1.10485973549	0.320228147748	False
sgDUSP4_2	DUSP4	7516.2668138	6828.79646264	1828.60882479	1.10067225681	0.325361546682	False
sgENTPD1_1	ENTPD1	5457.34955575	5106.1477876	1367.79049583	1.06878018082	0.366913977704	False
sgSHC4_4	SHC4	4542.34127966	4277.21470443	1146.04608408	1.0619858	0.376101682268	False
sgPTPN22_2	PTPN22	6231.45012462	5918.26257373	1585.03584843	1.05291883335	0.388520843727	False
sgOAS1_5	OAS1	3387.73044653	3217.28977268	862.509826815	1.05297647582	0.388623815783	False
sgPHEX_4	PHEX	6666.65873937	6359.17225555	1702.98169272	1.04835322452	0.394886302773	False
sgSNX9_5	SNX9	7198.18401476	6893.44598356	1845.90293661	1.04420692233	0.400566475224	False
INTERGENIC9892	Intergenic	4140.42731303	3971.71144061	1064.32216158	1.04247938828	0.40307047019	False
sgPLS3_2	PLS3	7257.63874356	7020.07274792	1879.77631045	1.03384095923	0.415280779433	False
sgXCL2_1	XCL2	8724.98145012	8493.15180331	2273.833231	1.02729606772	0.424672994074	False
sgXCL2_5	XCL2	7300.44614828	7167.85512467	1919.30892921	1.01849800551	0.437279308866	False
sgZAP70_1	ZAP70	5550.09893267	5462.20864677	1463.03881961	1.01609061308	0.440688152109	False
sgOAS1_2	OAS1	3425.78147296	3406.18723506	913.041050338	1.00575254281	0.456050921792	False
sgATP9A_5	ATP9A	4237.33852096	4263.8276444	1142.46496702	0.993787477907	0.473581285966	False
sgSPRY1_3	SPRY1	3645.1694222	3670.87010882	983.84531435	0.992998748019	0.474675521176	False
sgSH3BGRL2_5	SH3BGRL2	4390.73172124	4433.8835241	1187.95590988	0.99026771844	0.478965509274	False
sgCAMK1_3	CAMK1	4924.63518578	5006.0543639	1341.01492828	0.983735858183	0.488715794366	False
sgPDE7B_5	PDE7B	5165.42683739	5256.31037396	1407.95985105	0.982709632783	0.490198093695	False
sgPDE7B_1	PDE7B	5057.81377828	5160.82062713	1382.41579499	0.980040606661	0.494326421175	False
INTERGENIC39333	Intergenic	3152.8842678	3237.66220614	867.959577673	0.973815076144	0.503780895511	False
sgPHEX_3	PHEX	6498.99640418	6696.26686771	1793.15640942	0.970540232726	0.508719050332	False
sgAKAP5_4	AKAP5	3440.05060787	3571.32530393	957.216481461	0.96324202225	0.519454740282	False
sgGEM_2	GEM	3574.41829493	3715.06642599	995.668093663	0.962141153096	0.521292125673	False
sgATP9A_1	ATP9A	6553.69475467	6922.90293784	1853.78283812	0.946668588815	0.545067389439	False
sgSH3BGRL2_4	SH3BGRL2	6622.06769278	7061.99093532	1890.98966194	0.937705493172	0.558681902779	False
sgSERPINE1_2	SERPINE1	3812.83175739	4109.23335153	1101.11008491	0.927869369105	0.573929588738	False
sgMS4A6A_3	MS4A6A	4856.26224767	5244.65994031	1404.84329314	0.925944160906	0.576733367499	False
sgMYO1E_5	MYO1E	5669.00839025	6197.12199238	1659.63232813	0.914780828459	0.593843003426	False
sgP2RY1_1	P2RY1	4343.16793821	4763.74977422	1276.19705002	0.911712021843	0.59851790188	False
sgZAP70_2	ZAP70	6476.40360724	7121.22746577	1906.83576772	0.909450461788	0.602135691813	False
sgSLC29A1_5	SLC29A1	1602.30494093	1783.95084847	479.082150371	0.898177739765	0.618774245916	False
sgCLNK_2	CLNK	2046.431765	2289.84840376	614.413335465	0.893697487414	0.625842892977	False
sgDUSP4_3	DUSP4	7935.42265178	8882.82548326	2378.07311997	0.893344428159	0.626777261399	False
sgNTRK1_4	NTRK1	2809.83048268	3159.37953797	847.01848308	0.889361486618	0.632766338323	False
sgOAS1_3	OAS1	6471.64722893	7283.43757358	1950.22788523	0.888542966635	0.634090552803	False
sgCLNK_1	CLNK	5239.74524838	5930.84922509	1588.40284933	0.883473015334	0.641765540442	False
sgAKAP5_5	AKAP5	3699.2732254	4200.00228169	1125.39130781	0.880778860889	0.645604602275	False
sgSNX9_1	SNX9	1695.64886513	1959.07719646	525.929737652	0.865534481333	0.668271404162	False
INTERGENIC33423	Intergenic	3630.90028729	4253.26324188	1139.63892738	0.853674010002	0.68622137686	False
sgFAM3C_4	FAM3C	2624.33172885	3106.51555882	832.877042524	0.84478306294	0.698855373276	False
sgGEM_4	GEM	6862.85934438	8197.72538076	2194.8050084	0.837166290113	0.71031837277	False
sgLAMP1_4	LAMP1	6837.88835829	8271.9463089	2214.65952255	0.826635969691	0.725330759555	False
sgPDE7B_4	PDE7B	5969.25477065	7259.70078915	1943.87816175	0.822245288617	0.731367229589	False
sgPTMS_4	PTMS	2248.57784289	2756.15977244	739.15467434	0.815837262184	0.739984153745	False
INTERGENIC17236	Intergenic	5865.80354255	7189.49244682	1925.09703477	0.815885625576	0.740333804098	False
sgSERPINE1_4	SERPINE1	2592.2261753	3203.9501471	858.941395098	0.809071944408	0.749220359474	False
sgPHEX_2	PHEX	3724.83875878	4603.92391409	1233.44270483	0.809057410219	0.749629787	False
sgRYR1_3	RYR1	3105.32048477	3888.39856607	1042.03547373	0.798611673162	0.763506432156	False
sgCAMK1_1	CAMK1	3998.33051122	5164.947683	1383.51980617	0.774127978949	0.795398546377	False
INTERGENIC27867	Intergenic	7240.99141949	9448.80593399	2529.47605134	0.76633930997	0.805355064735	False
sgCLNK_5	CLNK	5455.56591389	7177.50222163	1921.88958199	0.760092542702	0.812838053783	False
sgSLC29A1_1	SLC29A1	2626.11537071	3530.6813502	946.343979048	0.743798465574	0.831547744728	False
sgPLS3_1	PLS3	5955.58018303	8081.67864842	2163.76185702	0.736923656844	0.839772401052	False
sgOAS1_1	OAS1	2709.94653831	3720.23517365	997.050764559	0.728434201554	0.848917492116	False
sgLAT_1	LAT	4818.21122125	6672.6466999	1786.83788101	0.722083970267	0.855764732001	False
sgSHC4_5	SHC4	3630.30574	5057.33578576	1354.73300422	0.717829682226	0.860120229613	False
sgRYR1_2	RYR1	3031.00207378	4243.57917292	1137.04838211	0.714256044313	0.863639806399	False
sgSRGAP3_4	SRGAP3	4816.42757938	6822.15155737	1826.8312751	0.705998326023	0.872216634178	False
sgOAS1_4	OAS1	3312.81748825	4802.13319923	1286.46483851	0.689863723226	0.887501666695	False
sgRYR1_5	RYR1	4626.17244725	6770.3646285	1812.97797914	0.683297385162	0.893431804812	False
sgSERPINE1_1	SERPINE1	1362.7023839	1998.2837806	536.417779757	0.681936368162	0.894078643902	False
INTERGENIC25153	Intergenic	3594.63290272	5336.66077113	1429.45404343	0.673573430443	0.901826163041	False
sgFAM3C_5	FAM3C	4348.5188638	6462.10404796	1730.51653035	0.672926160199	0.902414908226	False
sgPLS3_5	PLS3	3385.35225738	5073.38023718	1359.0249874	0.667277455881	0.90698313913	False
sgGEM_5	GEM	3032.19116836	4556.38823326	1220.72663368	0.665481300787	0.908367095822	False
sgGEM_3	GEM	1872.82395693	2814.9023946	754.868698456	0.665324652294	0.908385965211	False
sgSH3BGRL2_1	SH3BGRL2	5002.5208805	7669.92504776	2053.61545803	0.652225523633	0.918897474316	False
sgP2RY1_3	P2RY1	7670.25456137	11865.6816769	3176.00376278	0.646423422626	0.923229099311	False
sgPTPN22_4	PTPN22	3080.94404597	4878.84817226	1306.98653758	0.631490043795	0.933398817941	False
sgSLC29A1_4	SLC29A1	4757.56739788	7534.51293505	2017.3919569	0.631436622233	0.933501999606	False
sgPLS3_3	PLS3	5050.08466353	8367.99383665	2240.35277419	0.603500045783	0.950199686041	False
sgSERPINE1_5	SERPINE1	4063.1361656	6867.47857059	1838.95650706	0.591648903427	0.956283175968	False
sgSRGAP3_3	SRGAP3	2431.10386028	4141.77532657	1109.81525488	0.586971447892	0.958396584029	False
INTERGENIC47459	Intergenic	3845.53185822	6573.57189797	1760.33481118	0.584998828325	0.959496032592	False
sgLAMP1_3	LAMP1	4671.95258842	8011.77429795	2145.06205127	0.583135821689	0.960420478935	False
sgMYO1E_4	MYO1E	3996.54686935	6857.46165645	1836.27692598	0.582802656372	0.960522663157	False
sgPDE7B_3	PDE7B	8414.62776583	14689.723161	3931.45051734	0.572824121572	0.965014652293	False
sgNDFIP2_3	NDFIP2	1945.95327334	3406.19933697	913.044287671	0.571297531597	0.965424722773	False
sgZAP70_3	ZAP70	2413.26744164	4229.15520177	1133.18988516	0.570626360704	0.965696599138	False
sgSNX9_3	SNX9	2819.93778657	4980.7008062	1334.23270535	0.566172893393	0.967608184085	False
sgATP9A_4	ATP9A	851.986263579	1521.17987445	408.788840786	0.560082524026	0.969527478316	False
sgFAM3C_3	FAM3C	5342.0073819	9630.7064476	2578.13545348	0.554684893675	0.972009143754	False
sgFAM3C_2	FAM3C	5664.25201195	10288.0629956	2753.98199336	0.550565447973	0.973472334673	False
sgSHC4_3	SHC4	3171.31523373	6124.67129202	1640.25135436	0.517793540669	0.983029252925	False
INTERGENIC7310	Intergenic	3226.01358422	6475.65945508	1734.14267852	0.49817529884	0.987354808648	False
sgLAT_2	LAT	3488.20893819	7019.82335998	1879.70959777	0.496908363546	0.987616300682	False
sgNDFIP2_1	NDFIP2	3239.09362455	6588.09602488	1764.2200973	0.49165853265	0.988589206747	False
sgRYR1_1	RYR1	2171.88124275	4446.04593349	1191.20942538	0.488497256942	0.989131507406	False
sgSNX9_4	SNX9	1230.11833869	2574.6517993	690.600125813	0.477780466867	0.990752878044	False
sgNTRK1_2	NTRK1	1910.87498335	3994.72283609	1070.47784602	0.47834982845	0.99077952649	False
sgSLC29A1_2	SLC29A1	2672.49005917	5611.95535855	1503.09692148	0.476213705994	0.991127491846	False
sgPTMS_1	PTMS	1635.59958905	3459.86830901	927.401062862	0.472734636978	0.991579968334	False
sgENTPD1_4	ENTPD1	1898.98403759	4105.25683578	1100.04634351	0.462573747162	0.992966601788	False
sgPTMS_3	PTMS	2355.59635471	5268.55836995	1411.23626031	0.44710453777	0.994694898364	False
sgENTPD1_5	ENTPD1	2186.74492494	4926.12649825	1319.63376295	0.443907586563	0.995001497216	False
INTERGENIC22544	Intergenic	3865.15191872	8873.6079794	2375.60738617	0.435578394684	0.99575990814	False
sgNDFIP2_5	NDFIP2	2384.72917182	5522.63379375	1479.20289223	0.431810121924	0.996046951552	False
sgNTRK1_1	NTRK1	1784.83095832	4158.64790085	1114.32876779	0.429185398926	0.996232403343	False
sgNDFIP2_4	NDFIP2	2817.55959742	7195.94916106	1926.8242422	0.391548013244	0.998327536886	False
sgPDE7B_2	PDE7B	2496.50406195	6383.53681933	1709.49935162	0.391084775197	0.9983421098	False
sgRYR1_4	RYR1	1386.48427541	3622.91661375	971.017466885	0.38269836798	0.998620580865	False
sgAKAP5_3	AKAP5	1236.06381157	3410.79095403	914.272573092	0.362397997482	0.999160081508	False
sgMYO1E_2	MYO1E	1574.95576568	4418.98938611	1183.97164099	0.356406324629	0.999291216905	False
sgZAP70_4	ZAP70	1959.03331367	5873.43900678	1573.04528903	0.333541101118	0.999624404881	False
sgENTPD1_2	ENTPD1	615.950990278	1910.44743488	512.920924391	0.322411901543	0.999719013023	False
sgNTRK1_3	NTRK1	2288.41251118	7325.06867392	1961.36443891	0.31240833541	0.999803891128	False
sgLAMP1_2	LAMP1	1457.23540267	4882.93326456	1308.07932338	0.298434429413	0.999874553309	False
sgSRGAP3_5	SRGAP3	1708.13435817	5845.23634313	1565.50091584	0.292226739502	0.999899195203	False
sgDUSP4_5	DUSP4	943.546545918	3369.19173612	903.144529673	0.280051306016	0.999933530949	False
sgMS4A6A_2	MS4A6A	1093.37246247	4515.5426086	1209.80019123	0.242135343909	0.999985872436	False
sgLAMP1_5	LAMP1	1756.2926885	7380.13071927	1976.09384591	0.237975823912	0.999988526922	False
sgPTMS_2	PTMS	515.472498621	2241.26784605	601.417707313	0.229991475374	0.999991454371	False
sgCLNK_4	CLNK	992.893970815	4341.50679098	1163.24459382	0.228698011685	0.999992429813	False
sgPLS3_4	PLS3	792.531534788	3512.59654589	941.506184817	0.225625552048	0.999993353876	False
sgLAT_3	LAT	410.23762866	2048.75933432	549.9203483	0.200237100468	0.999998108142	False
sgENTPD1_3	ENTPD1	453.04503339	2335.45368397	626.613054419	0.19398587799	0.999998694264	False
sgMS4A6A_4	MS4A6A	780.64058903	4213.76988293	1129.07422202	0.185259425815	0.999999284202	False
sgPTPN22_3	PTPN22	867.444493065	4683.22217295	1254.65544971	0.185223861058	0.999999289726	False
sgXCL2_4	XCL2	905.495519492	5417.27414613	1451.01858334	0.167149657755	0.999999786633	False
INTERGENIC30558	Intergenic	514.283404045	3443.20825475	922.944397505	0.149361690027	0.999999940421	False
sgZAP70_5	ZAP70	922.737390841	7882.74061719	2110.54481776	0.117057941603	0.999999997181	False
