sgRNA	gene	counts	control mean	control stdev	fold change	p-value	significant
sgSPRY1_1	SPRY1	5675.40970664	4580.48590262	1227.17290046	1.23904097235	0.179445900548	False
sgSNX9_5	SNX9	8534.61499419	6893.44598356	1845.90293661	1.2380767202	0.180191553229	False
sgCLNK_1	CLNK	7319.31176053	5930.84922509	1588.40284933	1.23410855389	0.183579070872	False
sgPTMS_5	PTMS	2257.19312888	1831.76179839	491.871937576	1.23225254008	0.185593802243	False
sgP2RY1_2	P2RY1	5162.92394627	4197.66899408	1124.76713967	1.22995023037	0.18740104306	False
INTERGENIC12191	Intergenic	6263.32321991	5114.12446761	1369.92430364	1.22471075148	0.191842805936	False
sgCLNK_2	CLNK	2777.43314422	2289.84840376	614.413335465	1.21293319665	0.202864535055	False
sgXCL2_5	XCL2	8655.86334465	7167.85512467	1919.30892921	1.20759462825	0.20751509573	False
sgPLS3_2	PLS3	8448.61325724	7020.07274792	1879.77631045	1.20349369025	0.211373432805	False
sgSHC4_2	SHC4	12672.5674197	10539.8197248	2821.32831999	1.20235143964	0.212391552331	False
sgSRGAP3_1	SRGAP3	12078.309516	10075.2949837	2697.06536511	1.19880455466	0.215788569104	False
sgSRGAP3_4	SRGAP3	8156.77129741	6822.15155737	1826.8312751	1.195630327	0.218998123125	False
sgOAS1_2	OAS1	4061.81974036	3406.18723506	913.041050338	1.19248281438	0.222339628976	False
sgXCL2_1	XCL2	10083.3511916	8493.15180331	2273.833231	1.18723312913	0.227223254346	False
sgSNX9_4	SNX9	3034.02849054	2574.6517993	690.600125813	1.17842284202	0.236359415528	False
sgSH3BGRL2_5	SH3BGRL2	5205.92481474	4433.8835241	1187.95590988	1.1741230428	0.240897360783	False
sgCAMK1_3	CAMK1	5838.9539933	5006.0543639	1341.01492828	1.16637846273	0.249033039187	False
sgNDFIP2_3	NDFIP2	3949.03057714	3406.19933697	913.044287671	1.1593656702	0.256456055079	False
INTERGENIC30558	Intergenic	3988.50678427	3443.20825475	922.944397505	1.15836931407	0.257689557297	False
INTERGENIC39333	Intergenic	3738.25582838	3237.66220614	867.959577673	1.15461576606	0.261741589066	False
sgPHEX_3	PHEX	7705.61464454	6696.26686771	1793.15640942	1.15073290787	0.265958692087	False
INTERGENIC33423	Intergenic	4874.60664779	4253.26324188	1139.63892738	1.14608628025	0.271276807023	False
sgDUSP4_5	DUSP4	3847.52033025	3369.19173612	903.144529673	1.14197131882	0.275991304924	False
sgATP9A_3	ATP9A	2615.2987221	2292.97985277	615.25101919	1.14056768486	0.277642526956	False
sgOAS1_1	OAS1	4235.93801108	3720.23517365	997.050764559	1.13862103156	0.279924159125	False
sgSH3BGRL2_1	SH3BGRL2	8722.12697804	7669.92504776	2053.61545803	1.13718542538	0.281233709839	False
sgP2RY1_5	P2RY1	9013.96893786	7978.52735102	2136.16830648	1.12977853447	0.289988467497	False
sgSLC29A1_1	SLC29A1	3970.17854525	3530.6813502	946.343979048	1.12447942804	0.296250361624	False
sgATP9A_4	ATP9A	1705.93609366	1521.17987445	408.788840786	1.12145586614	0.300695144338	False
sgATP9A_5	ATP9A	4775.21119771	4263.8276444	1142.46496702	1.11993532477	0.301671034652	False
sgNTRK1_1	NTRK1	4636.3395405	4158.64790085	1114.32876779	1.1148670556	0.307853338294	False
sgSNX9_3	SNX9	5547.11203348	4980.7008062	1334.23270535	1.11372119092	0.309165448221	False
sgSPRY1_5	SPRY1	7353.14850949	6643.32853772	1778.99510687	1.10684703726	0.317619062006	False
sgSERPINE1_2	SERPINE1	4520.7306482	4109.23335153	1101.11008491	1.10013967606	0.326231601873	False
sgMS4A6A_3	MS4A6A	5757.88678224	5244.65994031	1404.84329314	1.09785702939	0.329092437818	False
sgMYO1E_1	MYO1E	8889.90085833	8140.68500981	2179.54638948	1.09203351409	0.336429340309	False
INTERGENIC9892	Intergenic	4302.90657674	3971.71144061	1064.32216158	1.0833885193	0.347788310497	False
sgP2RY1_1	P2RY1	5149.53023314	4763.74977422	1276.19705002	1.08098251949	0.350779149265	False
sgPHLDA1_4	PHLDA1	8493.02399026	7858.92611423	2104.17430457	1.08068505376	0.351020523584	False
sgPHEX_1	PHEX	6079.33589741	5629.79336557	1507.86869026	1.07985062731	0.352194952992	False
sgSLC29A1_5	SLC29A1	1899.79246794	1783.95084847	479.082150371	1.06493543226	0.372575584528	False
sgSHC4_4	SHC4	4540.46875176	4277.21470443	1146.04608408	1.06154800858	0.37673709761	False
sgENTPD1_3	ENTPD1	2478.5418617	2335.45368397	626.613054419	1.06126782934	0.377264862623	False
sgNTRK1_3	NTRK1	7766.23881977	7325.06867392	1961.36443891	1.06022744161	0.378440140368	False
sgDUSP4_3	DUSP4	9408.73100912	8882.82548326	2378.07311997	1.05920475719	0.379906377157	False
sgNTRK1_4	NTRK1	3336.44443442	3159.37953797	847.01848308	1.05604419929	0.384285121692	False
sgSHC4_1	SHC4	3727.68184433	3569.71103952	956.784656018	1.04425310706	0.400695432646	False
sgATP9A_2	ATP9A	5783.96927623	5540.21864346	1483.90694011	1.04399657278	0.401058886168	False
INTERGENIC53513	Intergenic	4765.34214593	4640.13109771	1243.12833687	1.02698437729	0.425016476467	False
sgPTMS_4	PTMS	2828.89319994	2756.15977244	739.15467434	1.026389409	0.42616226868	False
sgSRGAP3_2	SRGAP3	5241.17142825	5150.15029186	1379.56141893	1.0176734913	0.438404119031	False
sgLAMP1_1	LAMP1	4130.19817056	4083.1609196	1094.13555567	1.01151981318	0.447360701474	False
sgPDE7B_1	PDE7B	5205.92481474	5160.82062713	1382.41579499	1.0087397317	0.451655236682	False
sgFAM3C_1	FAM3C	4168.26451315	4177.91929616	1119.48397938	0.997689092985	0.467755453943	False
sgGEM_4	GEM	8137.03319385	8197.72538076	2194.8050084	0.992596460104	0.475335686451	False
sgOAS1_3	OAS1	7140.25896392	7283.43757358	1950.22788523	0.980341891008	0.493742862869	False
sgPDE7B_4	PDE7B	7077.51999188	7259.70078915	1943.87816175	0.974905192024	0.502003672033	False
sgNTRK1_5	NTRK1	2357.99844351	2418.96966512	648.954135265	0.974794548899	0.502404701144	False
sgCLNK_5	CLNK	6984.46893222	7177.50222163	1921.88958199	0.973105784791	0.504715481231	False
sgPTMS_2	PTMS	2172.60125647	2241.26784605	601.417707313	0.969362613353	0.510365381675	False
sgSPRY1_4	SPRY1	4061.81974036	4195.56313493	1124.20380997	0.968122659517	0.512361002582	False
INTERGENIC17236	Intergenic	6954.86177688	7189.49244682	1925.09703477	0.967364779687	0.51350656246	False
sgRYR1_3	RYR1	3730.50157341	3888.39856607	1042.03547373	0.959392796295	0.525517538226	False
sgPHEX_2	PHEX	4416.40067222	4603.92391409	1233.44270483	0.959268822559	0.525690299403	False
sgAKAP5_4	AKAP5	3416.10178094	3571.32530393	957.216481461	0.95653615681	0.529693171603	False
INTERGENIC19822	Intergenic	5586.5882406	5921.5404191	1585.91269073	0.943434958677	0.54998986223	False
sgSERPINE1_1	SERPINE1	1884.283958	1998.2837806	536.417779757	0.942951134515	0.550341842744	False
sgGEM_1	GEM	7583.66136182	8098.50473239	2168.26292881	0.936427354483	0.560781354969	False
sgSRGAP3_3	SRGAP3	3832.71675257	4141.77532657	1109.81525488	0.925380169219	0.577708911624	False
sgSPRY1_3	SPRY1	3395.65874511	3670.87010882	983.84531435	0.925028302405	0.578210279392	False
sgCAMK1_1	CAMK1	4740.66951647	5164.947683	1383.51980617	0.917854314783	0.589270708762	False
INTERGENIC27867	Intergenic	8585.37011764	9448.80593399	2529.47605134	0.908619584064	0.603442030574	False
sgNDFIP2_1	NDFIP2	5975.7108537	6588.09602488	1764.2200973	0.907046714427	0.605875715455	False
sgGEM_5	GEM	4124.5587124	4556.38823326	1220.72663368	0.905225477121	0.608565294084	False
sgPDE7B_5	PDE7B	4754.76816188	5256.31037396	1407.95985105	0.904582839217	0.60963595824	False
sgMYO1E_2	MYO1E	3994.8511747	4418.98938611	1183.97164099	0.904019183041	0.610504398481	False
sgXCL2_3	XCL2	9828.87064211	10900.0039298	2917.67959879	0.901730926467	0.614071840642	False
sgSH3BGRL2_4	SH3BGRL2	6365.53839907	7061.99093532	1890.98966194	0.90138014299	0.614511885205	False
sgDUSP4_1	DUSP4	6566.44409605	7313.77487668	1958.34328458	0.897818733386	0.619934017359	False
sgSHC4_5	SHC4	4505.92707053	5057.33578576	1354.73300422	0.890968537865	0.630434487306	False
sgRYR1_4	RYR1	3213.78621942	3622.91661375	971.017466885	0.887071539881	0.636246141354	False
sgPTPN22_5	PTPN22	1927.98975874	2174.95809486	583.679395436	0.886449151961	0.637190040562	False
sgSHC4_3	SHC4	5411.76503762	6124.67129202	1640.25135436	0.883600895394	0.641581614797	False
sgMYO1E_5	MYO1E	5475.20894192	6197.12199238	1659.63232813	0.883508336394	0.641587465269	False
sgGEM_3	GEM	2483.47638759	2814.9023946	754.868698456	0.882260213482	0.643292485062	False
sgFAM3C_3	FAM3C	8467.64642853	9630.7064476	2578.13545348	0.879234194771	0.648208264742	False
sgPLS3_1	PLS3	7061.30654967	8081.67864842	2163.76185702	0.87374255484	0.656386449053	False
sgFAM3C_2	FAM3C	8940.65598177	10288.0629956	2753.98199336	0.869032002	0.663537146413	False
sgNTRK1_2	NTRK1	3383.67489652	3994.72283609	1070.47784602	0.847036211361	0.695833419447	False
sgRYR1_2	RYR1	3593.74471301	4243.57917292	1137.04838211	0.846866422557	0.69612368785	False
sgFAM3C_5	FAM3C	5417.40449578	6462.10404796	1730.51653035	0.838334458185	0.708500714856	False
sgOAS1_4	OAS1	4006.83502329	4802.13319923	1286.46483851	0.834386481394	0.714198928292	False
sgMS4A6A_2	MS4A6A	3761.51859329	4515.5426086	1209.80019123	0.833015856417	0.716041327376	False
sgPHLDA1_5	PHLDA1	3139.76833106	3789.98022489	1015.70798203	0.8284392384	0.722570962165	False
sgMS4A6A_4	MS4A6A	3484.48021114	4213.76988293	1129.07422202	0.826927029228	0.724648007449	False
sgPLS3_3	PLS3	6914.68063748	8367.99383665	2240.35277419	0.826324776578	0.725736823311	False
sgSRGAP3_5	SRGAP3	4797.06409808	5845.23634313	1565.50091584	0.820679236301	0.733444310998	False
sgRYR1_5	RYR1	5485.07799371	6770.3646285	1812.97797914	0.810159909353	0.748061927344	False
sgATP9A_1	ATP9A	5513.27528451	6922.90293784	1853.78283812	0.796381999576	0.76670776901	False
sgPLS3_5	PLS3	4013.88434599	5073.38023718	1359.0249874	0.791165684089	0.773641529307	False
INTERGENIC44800	Intergenic	6670.06913976	8445.70848528	2261.14187784	0.789758390475	0.775470582954	False
sgP2RY1_3	P2RY1	9094.33121666	11865.6816769	3176.00376278	0.766439844275	0.805193333222	False
sgPDE7B_3	PDE7B	11258.4732859	14689.723161	3931.45051734	0.766418343117	0.805267468046	False
sgPTPN22_4	PTPN22	3652.9590237	4878.84817226	1306.98653758	0.748733900856	0.826252546713	False
sgPTMS_1	PTMS	2536.34630785	3459.86830901	927.401062862	0.733075967442	0.843636451374	False
INTERGENIC36225	Intergenic	3455.57798807	4743.61887605	1270.81191809	0.72846872364	0.848886774911	False
sgRYR1_1	RYR1	3212.37635488	4446.04593349	1191.20942538	0.722524329018	0.855163024891	False
sgCLNK_4	CLNK	3122.14502431	4341.50679098	1163.24459382	0.719138578983	0.858648175918	False
sgAKAP5_5	AKAP5	2957.89580537	4200.00228169	1125.39130781	0.704260523444	0.873841160854	False
INTERGENIC47459	Intergenic	4577.83016208	6573.57189797	1760.33481118	0.696399192575	0.881524739258	False
sgMYO1E_4	MYO1E	4738.55471966	6857.46165645	1836.27692598	0.691007103948	0.88652276532	False
sgZAP70_3	ZAP70	2861.32008437	4229.15520177	1133.18988516	0.676570129933	0.899127572189	False
INTERGENIC7310	Intergenic	4298.67698312	6475.65945508	1734.14267852	0.663820729447	0.909900011755	False
sgPTMS_3	PTMS	3478.13582071	5268.55836995	1411.23626031	0.660168413536	0.912649181585	False
INTERGENIC25153	Intergenic	3363.23186068	5336.66077113	1429.45404343	0.630212787531	0.93417265104	False
sgZAP70_1	ZAP70	3404.82286462	5462.20864677	1463.03881961	0.623341780734	0.938630853222	False
sgENTPD1_5	ENTPD1	2991.73255434	4926.12649825	1319.63376295	0.607319474115	0.948033102077	False
sgNDFIP2_5	NDFIP2	3318.1161954	5522.63379375	1479.20289223	0.600821332596	0.951531237684	False
sgPTPN22_3	PTPN22	2783.07260238	4683.22217295	1254.65544971	0.594264482786	0.95486346066	False
sgLAT_2	LAT	4135.83762872	7019.82335998	1879.70959777	0.589165484177	0.957549455535	False
INTERGENIC22544	Intergenic	5221.43332469	8873.6079794	2375.60738617	0.588422808041	0.95792157441	False
sgENTPD1_4	ENTPD1	2402.40917653	4105.25683578	1100.04634351	0.585203136523	0.959263972407	False
sgSLC29A1_2	SLC29A1	3168.67055413	5611.95535855	1503.09692148	0.564628610116	0.968223010813	False
sgLAT_5	LAT	3876.42255332	6974.29538514	1867.53060772	0.555815654378	0.97157224636	False
sgLAMP1_4	LAMP1	4411.46614633	8271.9463089	2214.65952255	0.533304494685	0.978921175195	False
sgPDE7B_2	PDE7B	3319.52605994	6383.53681933	1709.49935162	0.520013615319	0.982490344186	False
sgPLS3_4	PLS3	1594.55679498	3512.59654589	941.506184817	0.453953869779	0.993942706724	False
sgAKAP5_3	AKAP5	1465.55418955	3410.79095403	914.272573092	0.429681622035	0.996174439512	False
sgZAP70_2	ZAP70	3040.37288097	7121.22746577	1906.83576772	0.426945059062	0.996418955976	False
sgLAT_3	LAT	841.689130508	2048.75933432	549.9203483	0.410828698329	0.997362243369	False
sgLAMP1_2	LAMP1	2004.12244392	4882.93326456	1308.07932338	0.410434125419	0.99743876071	False
sgZAP70_4	ZAP70	2322.75183	5873.43900678	1573.04528903	0.395467089608	0.998167135746	False
sgENTPD1_2	ENTPD1	730.309831831	1910.44743488	512.920924391	0.382271617893	0.998596600981	False
sgLAMP1_3	LAMP1	2832.41786129	8011.77429795	2145.06205127	0.353531908907	0.999349284061	False
sgLAT_4	LAT	2241.68461894	7675.96920929	2055.23230519	0.292039292735	0.999900854072	False
sgLAMP1_5	LAMP1	2049.2381092	7380.13071927	1976.09384591	0.27766962228	0.999940841068	False
sgLAT_1	LAT	1412.6842693	6672.6466999	1786.83788101	0.211712733018	0.999996838761	False
sgZAP70_5	ZAP70	1094.05488321	7882.74061719	2110.54481776	0.138791181436	0.999999977193	False
