sgRNA	gene	counts	control mean	control stdev	fold change	p-value	significant
sgPHLDA1_1	PHLDA1	6450.95218896	5557.42343528	1488.50932031	1.1607811181	0.255019658853	False
sgSHC4_3	SHC4	7058.95812325	6124.67129202	1640.25135436	1.15254481207	0.264024804199	False
sgATP9A_4	ATP9A	1751.13090026	1521.17987445	408.788840786	1.15116622937	0.265780708818	False
sgFAM3C_3	FAM3C	11082.4996702	9630.7064476	2578.13545348	1.15074628538	0.26587135573	False
sgENTPD1_1	ENTPD1	5747.9164956	5106.1477876	1367.79049583	1.12568549417	0.294930320008	False
INTERGENIC42167	Intergenic	6046.84505813	5469.0707828	1464.87448028	1.1056439564	0.319289500357	False
sgOAS1_4	OAS1	5244.16651059	4802.13319923	1286.46483851	1.09204936494	0.336327047316	False
sgMS4A6A_5	MS4A6A	16274.0768966	14920.4675213	3993.17591129	1.09072164618	0.337969631156	False
sgDUSP4_3	DUSP4	9558.33304886	8882.82548326	2378.07311997	1.07604647495	0.357182150792	False
sgSRGAP3_5	SRGAP3	6278.42243219	5845.23634313	1565.50091584	1.0741092513	0.359800822821	False
sgGEM_4	GEM	8750.1187872	8197.72538076	2194.8050084	1.06738374132	0.368721077041	False
sgPDE7B_4	PDE7B	7721.39857972	7259.70078915	1943.87816175	1.06359735807	0.373889402599	False
sgSRGAP3_1	SRGAP3	10663.630635	10075.2949837	2697.06536511	1.05839388844	0.380989626232	False
sgXCL2_2	XCL2	12081.696069	11476.4037392	3071.86975207	1.05274233493	0.388758144681	False
sgATP9A_5	ATP9A	4470.08915268	4263.8276444	1142.46496702	1.04837472935	0.394723975171	False
sgCAMK1_2	CAMK1	5545.86293018	5306.99000973	1421.51694454	1.0450109987	0.399620465089	False
sgSRGAP3_2	SRGAP3	5327.2022224	5150.15029186	1379.56141893	1.03437801239	0.414425091337	False
sgOAS1_1	OAS1	3787.35107776	3720.23517365	997.050764559	1.01804076919	0.437919202781	False
sgPDE7B_3	PDE7B	14735.148371	14689.723161	3931.45051734	1.00309231219	0.459804758131	False
sgNTRK1_2	NTRK1	3994.94035729	3994.72283609	1070.47784602	1.00005445214	0.464497550788	False
sgPHLDA1_5	PHLDA1	3761.51774519	3789.98022489	1015.70798203	0.992490071712	0.475575187599	False
sgSRGAP3_3	SRGAP3	4106.57725873	4141.77532657	1109.81525488	0.991501695513	0.477071696016	False
sgMYO1E_5	MYO1E	6140.95219819	6197.12199238	1659.63232813	0.990936148383	0.478004374353	False
sgSPRY1_2	SPRY1	7358.8093048	7432.25600283	1990.0376525	0.990117846048	0.47918292733	False
INTERGENIC7310	Intergenic	6377.14266735	6475.65945508	1734.14267852	0.984786601517	0.487022005585	False
sgPHLDA1_4	PHLDA1	7709.40453246	7858.92611423	2104.17430457	0.980974298575	0.492823872841	False
sgPLS3_5	PLS3	4930.47604374	5073.38023718	1359.0249874	0.971832548171	0.506626301299	False
sgPTPN22_2	PTPN22	5747.9164956	5918.26257373	1585.03584843	0.971216877249	0.507681433254	False
sgSHC4_4	SHC4	4129.64273424	4277.21470443	1146.04608408	0.965498114921	0.516283797241	False
sgPTMS_1	PTMS	3319.58323454	3459.86830901	927.401062862	0.959453637555	0.525447128627	False
sgOAS1_2	OAS1	3256.84514117	3406.18723506	913.041050338	0.956155641606	0.530592271435	False
sgPDE7B_5	PDE7B	4992.29151809	5256.31037396	1407.95985105	0.94977106809	0.540186611654	False
sgRYR1_1	RYR1	4204.37487487	4446.04593349	1191.20942538	0.945643598326	0.546505411106	False
sgP2RY1_3	P2RY1	11176.6068102	11865.6816769	3176.00376278	0.941927072926	0.552346049756	False
sgCLNK_4	CLNK	4086.27964029	4341.50679098	1163.24459382	0.941212311076	0.55325963595	False
sgFAM3C_5	FAM3C	6055.14862931	6462.10404796	1730.51653035	0.937024316596	0.559729415438	False
sgSLC29A1_5	SLC29A1	1661.63685531	1783.95084847	479.082150371	0.931436455626	0.568215011793	False
sgSNX9_5	SNX9	6311.63671692	6893.44598356	1845.90293661	0.915599648126	0.592753700527	False
sgCAMK1_5	CAMK1	4632.47010022	5094.17520109	1364.58776	0.909366073477	0.602222642114	False
INTERGENIC17236	Intergenic	6531.22004371	7189.49244682	1925.09703477	0.908439655792	0.603646568266	False
sgPTPN22_5	PTPN22	1972.5594651	2174.95809486	583.679395436	0.906941365795	0.605724654994	False
INTERGENIC14666	Intergenic	6245.20814746	6974.60934588	1867.61459399	0.895420494217	0.623530666266	False
sgFAM3C_2	FAM3C	9144.99972783	10288.0629956	2753.98199336	0.888894219616	0.633647682685	False
sgPHEX_5	PHEX	2012.23208297	2269.17811188	608.883892737	0.886766919016	0.636212916498	False
sgNDFIP2_3	NDFIP2	2915.47610371	3406.19933697	913.044287671	0.855932320832	0.682664531516	False
sgCAMK1_1	CAMK1	4397.20225008	5164.947683	1383.51980617	0.851354654482	0.68946383118	False
INTERGENIC47459	Intergenic	5392.70817284	6573.57189797	1760.33481118	0.820361936637	0.734069279984	False
sgZAP70_1	ZAP70	4456.24986737	5462.20864677	1463.03881961	0.815832963467	0.740206623389	False
sgSPRY1_3	SPRY1	2933.92848411	3670.87010882	983.84531435	0.799246063504	0.762847834593	False
sgENTPD1_5	ENTPD1	3915.59512156	4926.12649825	1319.63376295	0.794862885261	0.768681410072	False
sgAKAP5_1	AKAP5	2623.92849334	3310.70069636	887.497820331	0.792559863906	0.771679526173	False
sgPLS3_1	PLS3	6397.44028579	8081.67864842	2163.76185702	0.791597954348	0.773104715648	False
INTERGENIC25153	Intergenic	4214.52368409	5336.66077113	1429.45404343	0.789730482194	0.77544735243	False
INTERGENIC19822	Intergenic	4659.22605181	5921.5404191	1585.91269073	0.786826690701	0.779202474528	False
sgDUSP4_2	DUSP4	5369.64269733	6828.79646264	1828.60882479	0.786323435866	0.779986337075	False
sgATP9A_3	ATP9A	1797.26185127	2292.97985277	615.25101919	0.783810572561	0.782513688407	False
sgNTRK1_1	NTRK1	3254.0772841	4158.64790085	1114.32876779	0.782484442464	0.784602055988	False
sgSH3BGRL2_5	SH3BGRL2	3457.97608756	4433.8835241	1187.95590988	0.779897818417	0.788209723084	False
sgPTPN22_3	PTPN22	3642.49989159	4683.22217295	1254.65544971	0.777776444737	0.790794976587	False
INTERGENIC22544	Intergenic	6833.83908233	8873.6079794	2375.60738617	0.770130830458	0.800640824554	False
sgXCL2_3	XCL2	8388.4521313	10900.0039298	2917.67959879	0.76958248688	0.801310303421	False
INTERGENIC27867	Intergenic	7198.27359529	9448.80593399	2529.47605134	0.761818334039	0.810779290018	False
sgOAS1_3	OAS1	5543.09507312	7283.43757358	1950.22788523	0.761054792757	0.811602058482	False
sgPTMS_3	PTMS	4006.93440456	5268.55836995	1411.23626031	0.760537157074	0.812288390264	False
sgENTPD1_3	ENTPD1	1764.04756655	2335.45368397	626.613054419	0.755333997269	0.817707220852	False
sgSNX9_2	SNX9	3507.79751465	4662.0303904	1248.98652486	0.75241841449	0.821890383538	False
sgAKAP5_2	AKAP5	982.589256471	1317.24797329	354.235276116	0.745940989392	0.828327267546	False
sgRYR1_2	RYR1	3120.29752618	4243.57917292	1137.04838211	0.735298529621	0.841286951714	False
INTERGENIC9892	Intergenic	2909.01777056	3971.71144061	1064.32216158	0.732434320584	0.844333050245	False
sgMS4A6A_2	MS4A6A	3282.67847373	4515.5426086	1209.80019123	0.72697320306	0.850501657534	False
sgNDFIP2_1	NDFIP2	4786.54747659	6588.09602488	1764.2200973	0.726544886188	0.851069319706	False
sgNTRK1_3	NTRK1	5320.74388926	7325.06867392	1961.36443891	0.726374608364	0.851311167099	False
sgXCL2_5	XCL2	5178.66056016	7167.85512467	1919.30892921	0.722483988597	0.855433093872	False
sgPLS3_2	PLS3	5038.42246909	7020.07274792	1879.77631045	0.717716560784	0.860378500998	False
INTERGENIC39333	Intergenic	2317.61897864	3237.66220614	867.959577673	0.715831001222	0.862034808156	False
sgOAS1_5	OAS1	2288.09517	3217.28977268	862.509826815	0.711187158033	0.866594541188	False
INTERGENIC44800	Intergenic	5973.95815554	8445.70848528	2261.14187784	0.707336532625	0.871014985023	False
sgMYO1E_3	MYO1E	3829.79155268	5471.88781514	1465.62805256	0.69990315629	0.878132839624	False
sgPHLDA1_2	PHLDA1	3329.73204376	4934.22219567	1321.79940876	0.67482409825	0.900757776946	False
sgPDE7B_2	PDE7B	4296.63677689	6383.53681933	1709.49935162	0.673080910864	0.902296763226	False
sgRYR1_5	RYR1	4477.47010484	6770.3646285	1812.97797914	0.661333672634	0.911862160732	False
sgAKAP5_4	AKAP5	2326.84516884	3571.32530393	957.216481461	0.651535486358	0.919211911217	False
sgAKAP5_5	AKAP5	2726.33920457	4200.00228169	1125.39130781	0.649128029395	0.920969911737	False
sgPHLDA1_3	PHLDA1	2988.3630063	4626.43745485	1239.46520785	0.645931785626	0.923342719843	False
sgFAM3C_1	FAM3C	2691.27968181	4177.91929616	1119.48397938	0.644167464959	0.924550505259	False
sgPTMS_2	PTMS	1437.44043341	2241.26784605	601.417707313	0.641351472535	0.926198959903	False
sgMYO1E_2	MYO1E	2764.1665844	4418.98938611	1183.97164099	0.625520077755	0.937107805342	False
sgSPRY1_5	SPRY1	4133.33321032	6643.32853772	1778.99510687	0.62217805229	0.939353631574	False
sgSHC4_1	SHC4	2213.36302936	3569.71103952	956.784656018	0.620039830915	0.940448207288	False
sgPTPN22_4	PTPN22	3004.04752964	4878.84817226	1306.98653758	0.61572884082	0.943125085154	False
sgSH3BGRL2_4	SH3BGRL2	4342.76772789	7061.99093532	1890.98966194	0.614949490542	0.943761499834	False
sgPLS3_4	PLS3	2086.9642236	3512.59654589	941.506184817	0.594137184939	0.954938879787	False
sgATP9A_1	ATP9A	4101.04154461	6922.90293784	1853.78283812	0.592387554965	0.955912803022	False
sgATP9A_2	ATP9A	3270.68442647	5540.21864346	1483.90694011	0.590352951202	0.956912679937	False
sgLAT_2	LAT	4100.11892559	7019.82335998	1879.70959777	0.584077221795	0.959910750147	False
sgZAP70_2	ZAP70	3979.25583395	7121.22746577	1906.83576772	0.55878791305	0.970475839609	False
sgNDFIP2_5	NDFIP2	3079.70228929	5522.63379375	1479.20289223	0.557651005717	0.970876792298	False
sgAKAP5_3	AKAP5	1892.29161035	3410.79095403	914.272573092	0.554795540346	0.971755015851	False
sgMYO1E_4	MYO1E	3796.57726796	6857.46165645	1836.27692598	0.553641778571	0.972356611138	False
sgLAMP1_2	LAMP1	2623.00587432	4882.93326456	1308.07932338	0.537178317254	0.977663844494	False
sgSERPINE1_2	SERPINE1	2190.29755386	4109.23335153	1101.11008491	0.533018538128	0.97887546901	False
sgMYO1E_1	MYO1E	4270.80344432	8140.68500981	2179.54638948	0.524624578788	0.981337003483	False
sgZAP70_3	ZAP70	2215.2082674	4229.15520177	1133.18988516	0.523794507819	0.981428663375	False
sgLAMP1_1	LAMP1	2008.54160689	4083.1609196	1094.13555567	0.491908510695	0.988496898688	False
sgENTPD1_2	ENTPD1	903.244020737	1910.44743488	512.920924391	0.47279187286	0.991425160356	False
sgLAMP1_3	LAMP1	3707.083223	8011.77429795	2145.06205127	0.462704400441	0.992984424014	False
sgMS4A6A_1	MS4A6A	3318.66061552	7239.28917776	1938.41794076	0.458423546018	0.99350080554	False
sgZAP70_4	ZAP70	2516.904687	5873.43900678	1573.04528903	0.428523167448	0.996301616718	False
sgSNX9_3	SNX9	2103.57136597	4980.7008062	1334.23270535	0.42234445469	0.996723544792	False
sgSH3BGRL2_3	SH3BGRL2	1083.15472967	2643.21518933	708.94127566	0.409786813439	0.997432332652	False
sgXCL2_1	XCL2	3429.37489794	8493.15180331	2273.833231	0.403781184813	0.997802212808	False
sgNTRK1_5	NTRK1	941.994019584	2418.96966512	648.954135265	0.389419525663	0.998371626924	False
INTERGENIC53513	Intergenic	1731.75590084	4640.13109771	1243.12833687	0.373212709808	0.998911804913	False
sgSLC29A1_2	SLC29A1	2034.37493945	5611.95535855	1503.09692148	0.362507327566	0.999170949509	False
sgENTPD1_4	ENTPD1	1484.49400344	4105.25683578	1100.04634351	0.361608070536	0.999184300972	False
sgLAMP1_4	LAMP1	2491.99397345	8271.9463089	2214.65952255	0.301258480216	0.999864441344	False
sgZAP70_5	ZAP70	2255.80350429	7882.74061719	2110.54481776	0.28616995203	0.999919563381	False
sgLAT_3	LAT	512.976175209	2048.75933432	549.9203483	0.250383813567	0.999978765783	False
INTERGENIC36225	Intergenic	991.815446672	4743.61887605	1270.81191809	0.20908413441	0.999997207708	False
sgLAMP1_5	LAMP1	1496.4880507	7380.13071927	1976.09384591	0.202772566994	0.999998059441	False
sgLAT_5	LAT	1254.76186742	6974.29538514	1867.53060772	0.179912349295	0.999999506371	False
sgLAT_4	LAT	1112.67853831	7675.96920929	2055.23230519	0.144956097135	0.999999961683	False
sgLAT_1	LAT	283.244039189	6672.6466999	1786.83788101	0.0424485293359	1.0	False
