	guide	gene	positive119_vs_negative119	positive122_vs_negative122	positive124_vs_negative124	positive141_vs_negative141	positive144_vs_negative144
68	sgLAT_3	LAT	0.681391182471032	0.402235693402857	0.226884876968825	0.511549913953477	1.86852148200914
69	sgLAT_4	LAT	0.260841532780048	0.421562561865003	0.683950474212634	0.401551063031355	0.694750349452427
70	sgLAT_5	LAT	0.624476513135895	0.306566871563091	1.10545263896149	0.779178525445344	0.560545280199305
71	sgMS4A6A_1	MS4A6A	0.715541083931293	1.06312399683499	2.01196636318113	1.24071822424137	0.810113827882162
72	sgMS4A6A_2	MS4A6A	0.772000599488682	0.969032908321983	0.468257091527812	1.09223118083039	1.02175829825283
73	sgMS4A6A_3	MS4A6A	1.26700565905345	0.84071037284336	1.31106075191617	1.32065995968119	0.840459026526304
74	sgMS4A6A_4	MS4A6A	0.842484608911561	1.23593012277333	0.145080280456479	0.605991707506607	1.11705838780797
75	sgMS4A6A_5	MS4A6A	1.12551259664811	0.879122673976069	3.16263603840147	0.976437472334006	0.813819014486023
76	sgMYO1E_1	MYO1E	1.15931767884375	0.911818997691692	1.60893652210867	0.772229021954801	1.38693468791456
77	sgMYO1E_2	MYO1E	0.631027146455914	1.00219847004068	0.320594544108194	2.23103890448565	1.23226685405556
78	sgMYO1E_3	MYO1E	0.854764142153593	0.620969739995256	3.09943405297997	1.40714620496998	1.50899239701887
79	sgMYO1E_4	MYO1E	0.614318830196925	0.995168288950112	0.340019020703577	0.904299870405457	0.997607337764942
80	sgMYO1E_5	MYO1E	1.25146960370529	0.871909136166915	0.651390751512365	0.6924521178449	1.2240482836576
81	sgNDFIP2_1	NDFIP2	0.794339553115384	1.08916461890508	0.664685592365157	0.707775007344054	0.64808269779726
82	sgNDFIP2_2	NDFIP2	1.55803356696131	0.894757066109581	3.14930936933896	1.12126465123146	1.23374637006463
83	sgNDFIP2_3	NDFIP2	1.04058684542368	1.1809971116995	0.580660111014492	2.0881577125827	1.19712540041616
84	sgNDFIP2_4	NDFIP2	1.77074475331959	1.06770665908222	0.406231576072497	1.01475806825336	1.22492289208893
85	sgNDFIP2_5	NDFIP2	0.395336134212421	0.869264421447863	0.484968613402491	1.1270038291372	1.19331400453059
86	sgNTRK1_1	NTRK1	0.811648575565477	1.14416503513926	0.448688010975239	1.35465386161094	1.11253381806865
87	sgNTRK1_2	NTRK1	1.21128857160917	1.05393724743089	0.544447767328712	0.945012698218028	0.813153983390895
88	sgNTRK1_3	NTRK1	0.923751585430397	1.19428659844358	0.596636162042506	1.11605754928964	0.923723730730115
89	sgNTRK1_4	NTRK1	1.64295468169966	1.49443419127667	0.882347781483194	1.35135120476733	0.863239567648194
90	sgNTRK1_5	NTRK1	0.795254849232304	0.991658747133557	1.38646095225109	0.452161941067683	1.76697048802597
91	sgOAS1_1	OAS1	0.827761947446383	1.45331555229785	1.72818721338596	1.46324245296674	1.14637858226344
92	sgOAS1_2	OAS1	1.00529232616801	1.15970001729662	0.944747513889165	1.49838481924216	0.812357090291865
93	sgOAS1_3	OAS1	0.982088921931369	1.01064772579504	1.21589078125671	0.556974519373321	0.74111962094163
94	sgOAS1_4	OAS1	0.89363237812779	0.836723460139241	1.03792576915793	1.55858393030362	1.13131514234393
95	sgOAS1_5	OAS1	1.03459393363838	0.920060195090968	2.94629842158648	1.08649990474994	1.31972379749576
96	sgP2RY1_1	P2RY1	1.31603575932918	0.611121826050278	0.762894107978791	1.22367353730734	1.43116695957435
97	sgP2RY1_2	P2RY1	1.60047167495341	1.3107667597929	1.61122406081995	1.12001516578919	1.21426916453379
98	sgP2RY1_3	P2RY1	0.798183619362349	0.925651200173528	0.546555782144904	1.02871928540702	1.03330363997183
99	sgP2RY1_4	P2RY1	1.8203747522122	0.814231185341912	0.716362908592175	3.33234572823768	2.25880702445113
100	sgP2RY1_5	P2RY1	1.16738517829093	0.839888977419705	1.78057971194503	0.658545885543757	0.919533349147687
101	sgPDE7B_1	PDE7B	0.99076324522447	1.32145592814449	1.21286644065136	0.817097842195879	0.839629406036865
102	sgPDE7B_2	PDE7B	0.787886146590026	0.94369649782393	0.42912112877084	0.890597977239052	0.573101291418508
103	sgPDE7B_3	PDE7B	0.863155990501284	1.00503886666365	1.10163400003494	0.818785394723973	0.684875919386514
104	sgPDE7B_4	PDE7B	1.14541786876881	0.961179624120421	1.16246696396963	1.16897021608437	1.14605954073888
105	sgPDE7B_5	PDE7B	0.830351187620947	1.08288431777687	1.22372997927878	0.617327711510419	0.760570194787569
106	sgPHEX_1	PHEX	0.930239874648639	0.89064731370438	4.61744956039049	1.49428324285158	0.364379738680541
107	sgPHEX_2	PHEX	1.37029106975737	1.67867638559951	1.05426032920923	0.537327769971657	1.04579347962419
108	sgPHEX_3	PHEX	1.08437134288756	1.07634864513699	1.6503790018011	1.59405935011801	0.579034932267803
109	sgPHEX_4	PHEX	1.22773773174772	1.46974225711309	0.916362800818413	1.4676571820736	1.24180527878807
110	sgPHEX_5	PHEX	0.987620330548524	0.9530600132799	3015.20136931701	1.26958953533867	0.541405044459633
111	sgPHLDA1_1	PHLDA1	1.22170580623368	0.773675553801929	2.1998836259922	1.00391036097074	1.01499923190885
112	sgPHLDA1_2	PHLDA1	0.756716748517851	0.978541679655052	0.951606627081622	1.01268224955151	1.28391284305084
113	sgPHLDA1_3	PHLDA1	0.637304486323053	1.25008220880295	1.27558477303614	0.863758606585174	1.26463080439936
114	sgPHLDA1_4	PHLDA1	1.07496710614324	0.997199740762138	1.86428718533326	0.483551058815818	1.34559202557166
115	sgPHLDA1_5	PHLDA1	0.851615731370131	0.969379170892754	0.905836465955826	1.39514773662078	0.736376495373778
116	sgPLS3_1	PLS3	0.82398578725613	0.920682530933201	0.852852854105913	0.810217244168253	1.04413050225225
117	sgPLS3_2	PLS3	0.782897983430755	1.1255360079323	1.16733537924983	0.814575020449265	0.904043206508356
118	sgPLS3_3	PLS3	1.49202515114403	0.483496333838495	0.311255973881147	0.951393830201364	1.04984881200368
119	sgPLS3_4	PLS3	1.32548424070837	0.928432630882926	0.111967787073445	0.712391435294669	1.06090329411993
120	sgPLS3_5	PLS3	0.885822679636565	0.769177795021429	0.699471953965866	0.832987946935855	1.10414851810817
121	sgPTMS_1	PTMS	0.57238611460709	1.00579600862822	1.32544795238048	0.93730714720705	0.925578919814541
122	sgPTMS_2	PTMS	0.612694314766814	1.50868050912252	0.36102566050422	2.30640596597157	0.657348135597903
123	sgPTMS_3	PTMS	1.14471507820583	1.27160791367693	0.682165633305789	0.57144823769672	1.23190346762642
124	sgPTMS_4	PTMS	1.01626080094912	1.05504070816971	1.70650662022952	1.22888367754827	1.30118554515781
125	sgPTMS_5	PTMS	2.42386426008537	1.35353238837945	1.30430682623476	1.58118015973191	1.14428927693394
126	sgPTPN22_1	PTPN22	2.00365218420885	1.0375187112858	1.65114194853691	0.850499012850024	0.801627535930887
127	sgPTPN22_2	PTPN22	1.20019141664813	0.672706094655877	1.2375701609256	1.19941751126943	0.977277564513596
128	sgPTPN22_3	PTPN22	0.645354038579402	0.778074035588977	0.191612254141547	0.382851062173955	0.966444612549379
129	sgPTPN22_4	PTPN22	0.468379182735316	0.976301119382333	0.610806068345625	1.78371243844431	0.661453560265573
130	sgPTPN22_5	PTPN22	0.993572750423998	0.949650697397286	1.48567376284397	1.13851206007243	0.446542221332781
131	sgRYR1_1	RYR1	1.33736707623262	0.96678543472668	0.467832961951221	0.639131972086934	1.03069013479628
132	sgRYR1_2	RYR1	0.679493346027196	1.16204338622925	0.679984268579495	1.9405226035532	1.0974876815439
133	sgRYR1_3	RYR1	1.32912585914029	0.936776447101366	1.71890168485261	0.841768338502975	1.11290905102158
134	sgRYR1_4	RYR1	0.873523471433055	1.06806893902907	1.23426541122533	0.897036453373219	1.04399506502914
135	sgRYR1_5	RYR1	0.584386344289849	0.828083713658086	0.459167256913346	1.10121521569413	1.64301604251046
136	sgSERPINE1_1	SERPINE1	2.31197024444598	1.022313375766	0.765754820811876	1.46185503572488	1.31163368003311
137	sgSERPINE1_2	SERPINE1	0.420284504344348	1.17825138708259	0.744478543414854	1.27745363832098	1.54874462666855
138	sgSERPINE1_3	SERPINE1	1.24301379807161	1.42961305469507	1.61567447514734	1.42943219836011	0.925551378525303
139	sgSERPINE1_4	SERPINE1	1.92232024280639	1.19250384755437	0.783710304578351	1.92866620720697	0.740700855377519
140	sgSERPINE1_5	SERPINE1	1.46075831173003	1.06138666261918	1.24345216221404	1.10734691517192	1.05213653510267
141	sgSH3BGRL2_1	SH3BGRL2	1.45778672530524	1.14743901931565	0.489080929635761	0.942163550056287	1.12301519242212
142	sgSH3BGRL2_2	SH3BGRL2	1.75040963535465	1.1956137002378	1.20574041189887	1.59684726834499	0.969012364171162
143	sgSH3BGRL2_3	SH3BGRL2	0.483607174496902	1.04312985591957	2.25572933815802	1.35526345518527	1.29249077234558
144	sgSH3BGRL2_4	SH3BGRL2	0.682320765494442	0.864306959777072	0.530051581044126	1.11577196941751	1.09207680846032
145	sgSH3BGRL2_5	SH3BGRL2	0.683498719534491	1.01170962027095	1.68204097466174	1.28188749219725	0.847064496444798
146	sgSHC4_1	SHC4	0.719560222260737	1.2895671605414	2.1658701948579	0.654127382468345	1.33105966029287
147	sgSHC4_2	SHC4	1.23566529706948	1.24126528370906	1.26445525285173	1.29822471667083	0.92232913845773
148	sgSHC4_3	SHC4	1.10962464066393	1.16255390482968	0.912625184075299	1.04609633818628	1.22604049894936
149	sgSHC4_4	SHC4	0.977416253026538	1.04500180573987	1.55724395041009	0.939503361854629	1.18465768975109
150	sgSHC4_5	SHC4	1.27395946611092	0.806410593270501	1.21071361920179	0.582246855959838	1.52096547740037
151	sgSLC29A1_1	SLC29A1	1.32608765216066	1.45589499953824	1.39199236265337	0.636395649861925	2.19051516498692
152	sgSLC29A1_2	SLC29A1	0.734027840756091	1.11681462429487	0.172221884634097	1.02846641524365	1.54226856783449
153	sgSLC29A1_3	SLC29A1	2.40202571780264	0.990920915330506	1.61852808098027	1.19918485914856	2.14031160105811
154	sgSLC29A1_4	SLC29A1	1.56579257434809	1.32896527855457	0.662945274803657	1.41263015795605	0.919359277998208
155	sgSLC29A1_5	SLC29A1	1.24206971236072	0.917378468405274	1.83672346992242	0.749984841283584	0.993214259213037
156	sgSNX9_1	SNX9	3.41042018803786	0.777835312444269	5.54076752176499	0.549403519103789	1.3939428445121
157	sgSNX9_2	SNX9	0.789142975736938	1.58421084090027	1.47016966323886	1.25908734081215	1.01019627614101
158	sgSNX9_3	SNX9	0.728832409536867	1.63056731002097	0.664466511357812	0.642878922776795	1.5336536329981
159	sgSNX9_4	SNX9	1.21322084132699	1.30813146878516	0.638321333677493	1.19132135609578	2.14796905590125
160	sgSNX9_5	SNX9	0.985206568507875	0.974894853224146	1.29065644248484	0.907552339359275	1.07539184221372
161	sgSPRY1_1	SPRY1	1.6095699985936	1.26271870361935	1.22616382639735	1.15104517453691	1.43250759525505
162	sgSPRY1_2	SPRY1	1.24249807590144	1.11721628069911	1.45233085694453	0.669419671784677	1.51769802348781
163	sgSPRY1_3	SPRY1	0.965598289642529	1.47497762491104	0.99259132994218	0.625475919354873	1.31686721683173
164	sgSPRY1_4	SPRY1	1.23031602030527	1.11653216566179	0.889844841867305	0.79678456964583	1.42359033834848
165	sgSPRY1_5	SPRY1	0.803248220817936	0.888647410943841	1.79726808718912	0.78799501522495	0.72198577229266
166	sgSRGAP3_1	SRGAP3	1.10369559579893	1.15576861235979	1.21140138186327	0.700702355192936	0.929073777254552
167	sgSRGAP3_2	SRGAP3	1.18455774512989	0.980959161518735	2.539202991257	1.22179133566588	0.701965426513884
168	sgSRGAP3_3	SRGAP3	1.13497693207706	1.38912974818959	1.16712334620323	0.843289617093715	0.698686122544545
169	sgSRGAP3_4	SRGAP3	1.59203615417322	0.840305402757451	0.867641776592534	0.728933010566874	1.32077566896354
170	sgSRGAP3_5	SRGAP3	0.947632254431157	1.07091779285103	1.46308061333268	1.03801573538817	0.820483352485868
171	sgXCL2_1	XCL2	0.462509649207673	1.15287613397695	1.19587240162751	0.62074447197238	0.859033812938915
172	sgXCL2_2	XCL2	1.04896109074915	0.789684992348546	2.44561328715647	0.892339693651295	1.02952811778834
173	sgXCL2_3	XCL2	0.899168129102642	0.840029911518898	1.21364333992807	0.571929233221995	1.19155343586133
174	sgXCL2_4	XCL2	1.46585865516945	0.827924692612226	0.576497539793876	1.12081102817745	1.31693096706618
175	sgXCL2_5	XCL2	1.03040253686884	0.644635649113506	0.608572589748907	2.19620140777599	1.30163402794462
176	sgZAP70_1	ZAP70	1.31986405531877	0.733567631016129	0.97391842622991	0.231842553791285	0.438438239104482
177	sgZAP70_2	ZAP70	0.87851373710627	0.810577180776629	0.738082631143503	0.272639127645113	0.352284762078271
178	sgZAP70_3	ZAP70	0.837065528725635	0.970994574185556	1.04845797439896	0.473133414496972	0.61809864126637
179	sgZAP70_4	ZAP70	0.260530070865807	0.481500699572163	0.548346723796851	0.346069875306256	0.506155239513978
180	sgZAP70_5	ZAP70	0.865015893286058	0.258671047833891	0.0727008532091676	0.173026541995345	0.17923728118545
