SYMBOL	DESCRIPTION	GENEBIOTYPE	ENTREZID	UNIPROTID	LENGTH	METABIOTYPE	logFC	logCPM	F	PValue	FDR
CD109	CD109 molecule	protein_coding	135228	Q6YHK3.141	9782	protein_coding	2.01442925151746	5.18742556333184	78.3957948931042	8.96592292215383e-07	0.000411363440532204
DPF3	double PHD fingers 3	protein_coding	8110	Q92784.165	17947	protein_coding	-2.46501175470583	2.11517877606797	77.5774413310155	9.49816282039263e-07	0.000412194891053014
UBASH3B	ubiquitin associated and SH3 domain containing B	protein_coding	84959	Q8TF42.150	8964	protein_coding	1.00284516433824	6.28803378607461	77.3170562910534	9.67512528249174e-07	0.000412194891053014
ANK1	ankyrin 1	protein_coding	286	P16157.228	10797	protein_coding	3.21856888055679	3.82159616306432	75.7527430451528	1.08223208935923e-06	0.000432621903134523
HECTD2	HECT domain E3 ubiquitin protein ligase 2	protein_coding	143279	A0A0J9YVV1.28	11550	protein_coding	1.98954456538649	1.34442575809226	75.6793252066195	1.08799204409721e-06	0.000432621903134523
TRAV41	T cell receptor alpha variable 41	TR_V_gene	NA	A0A0B4J266.31	336	protein_coding	1.29545901027527	2.3111081298295	74.9094839308138	1.15057837176795e-06	0.000439557697114197
ZNF704	zinc finger protein 704	protein_coding	619279	Q6ZNC4.125	15008	protein_coding	3.59181445720179	2.45802304721287	74.5742364403099	1.17913038038849e-06	0.000439557697114197
PHEX	phosphate regulating endopeptidase homolog X-linked	protein_coding	5251	P78562.192	10399	protein_coding	3.51464507180768	4.66315170383476	73.1065694729457	1.31419605539919e-06	0.000453144214355472
CCDC106	coiled-coil domain containing 106	protein_coding	29903	K7EMP7.44	2709	protein_coding	1.67752188891912	1.58571333626494	72.96533695443	1.32811415310918e-06	0.000453144214355472
TOP1MT	DNA topoisomerase I mitochondrial	protein_coding	116447	H0YAR3.55	6425	protein_coding	0.956207372512425	2.98644736458293	72.81710536588	1.34290601777825e-06	0.000453144214355472
AKAP5	A-kinase anchoring protein 5	protein_coding	9495	P24588.186	7512	protein_coding	1.68192923035766	4.71694221875557	72.5745521539887	1.36752382570182e-06	0.000453144214355472
BEX3	brain expressed X-linked 3	protein_coding	27018	Q00994.176	1112	protein_coding	2.0504937609311	-0.385533357202484	71.5482426098625	1.47764609429298e-06	0.000474744557888809
PLTP	phospholipid transfer protein	protein_coding	5360	P55058.191	2541	protein_coding	2.59992951592168	1.381255510062	71.2434500727911	1.51230557463113e-06	0.000474744557888809
CDKN2A	cyclin dependent kinase inhibitor 2A	protein_coding	1029	K7PML8.59	3885	protein_coding	-1.69229490933831	4.18978497163757	70.40858808984	1.6121710876335e-06	0.000493117664214871
DUSP16	dual specificity phosphatase 16	protein_coding	80824	A0A024RAR2.57	7132	protein_coding	0.697359693635848	7.31981026385099	68.6202598875056	1.85295380633423e-06	0.000541877899253434
ARMC9	armadillo repeat containing 9	protein_coding	80210	A0A2Q3DP09.17	23371	protein_coding	1.60628404019191	1.54346057205525	68.5133306186124	1.86862394883393e-06	0.000541877899253434
TRAV39	T cell receptor alpha variable 39	TR_V_gene	NA	A0A0B4J263.31	331	protein_coding	1.79569042014803	1.47623915591742	68.2500826412161	1.9078608239286e-06	0.000541877899253434
RAB13	RAB13, member RAS oncogene family	protein_coding	5872	A0A087WWB9.57	2751	protein_coding	2.65972196060071	1.27214897775896	67.4889387993539	2.02679172080832e-06	0.000562269731105174
MAGEF1	MAGE family member F1	protein_coding	64110	Q9HAY2.131	1701	protein_coding	1.63625838222223	2.9998635841382	66.8579558574818	2.13193066074625e-06	0.000565184281109959
NRBP2	nuclear receptor binding protein 2	protein_coding	340371	Q9NSY0.156	4934	protein_coding	-1.00028803478558	3.78052040921282	66.6502856543621	2.16790673403097e-06	0.000565184281109959
FZD3	frizzled class receptor 3	protein_coding	7976	Q9NPG1.171	13786	protein_coding	2.51204654916451	2.34329987188773	66.4947672516419	2.19530918604652e-06	0.000565184281109959
TEX48	testis expressed 48	protein_coding	100505478	A0A1B0GUM3.10	834	protein_coding	-1.91094184126896	-0.57931306875831	66.1195569729719	2.26308993666123e-06	0.000565184281109959
CCDC71L	coiled-coil domain containing 71 like	protein_coding	168455	Q8N9Z2.113	6799	protein_coding	0.868157227389325	3.90851921272613	66.0593375985971	2.27419276496589e-06	0.000565184281109959
GNAO1	G protein subunit alpha o1	protein_coding	2775	A0A6Q8PGR1.3	14555	protein_coding	-1.28410260036002	3.11436004495013	65.5488844500128	2.37088472727947e-06	0.000568041385615796
PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	protein_coding	8395	O14986.155	5092	protein_coding	1.69841691442342	4.76612081563775	65.4559857783902	2.38898995780714e-06	0.000568041385615796
MYO1E	myosin IE	protein_coding	4643	Q4KMR3.144	9077	protein_coding	2.13807211580377	5.97040586685948	65.2558357399903	2.42854477880842e-06	0.000568041385615796
COL6A2	collagen type VI alpha 2 chain	protein_coding	1292	A0A384MDP3.12	5334	protein_coding	1.96514807284727	5.19855186694945	64.8840963544427	2.50404143556581e-06	0.000574436736247395
DHX32	DEAH-box helicase 32 (putative)	protein_coding	55760	X6R717.48	3925	protein_coding	1.04254936828207	3.83083769302378	64.5362939498657	2.57714897232903e-06	0.000580053020583264
PHKA1	phosphorylase kinase regulatory subunit alpha 1	protein_coding	5255	P46020.185	6350	protein_coding	2.42855279858725	2.15203650737004	64.1203957702732	2.66784008245469e-06	0.000589345635992629
CHKA	choline kinase alpha	protein_coding	1119	P35790.182	3877	protein_coding	1.17319597974735	3.05030132217716	63.6789288845654	2.76817893283007e-06	0.000600392845267816
PTPN14	protein tyrosine phosphatase non-receptor type 14	protein_coding	5784	Q15678.194	18752	protein_coding	2.77715444230149	0.555303743012466	63.4629765293987	2.81885039001313e-06	0.000600465469686904
CCDC141	coiled-coil domain containing 141	protein_coding	285025	Q6ZP82.149	15497	protein_coding	1.22471629822887	3.16323511180548	62.9049698411099	2.95483684617748e-06	0.000615179609002514
STRBP	spermatid perinuclear RNA binding protein	protein_coding	55342	NA	8121	protein_coding	0.94520103430356	4.74082282808146	62.6453064984353	3.02069906955335e-06	0.000615179609002514
TRAV36DV7	T cell receptor alpha variable 36/delta variable 7	TR_V_gene	NA	A0A075B6V5.36	356	protein_coding	1.72640967835057	1.92659886736243	62.5602754039444	3.042635336671e-06	0.000615179609002514
LTB	lymphotoxin beta	protein_coding	4050	NA	1535	protein_coding	-1.37342883817261	8.40041765091513	62.2312875660969	3.12926398046753e-06	0.000619953043408751
RHBDF2	rhomboid 5 homolog 2	protein_coding	79651	NA	7055	protein_coding	-0.842599716528333	5.53117416931669	62.0795327130157	3.17018489797416e-06	0.000619953043408751
NRP2	neuropilin 2	protein_coding	8828	NA	13896	protein_coding	5.05841361647763	2.69316066744898	61.1367535304288	3.43875327382993e-06	0.000661627222637375
TSPAN15	tetraspanin 15	protein_coding	23555	O95858.163	2651	protein_coding	-2.2662651595346	0.619747259007924	60.3981265403262	3.66768307277083e-06	0.000694472878969575
PPFIBP1	PPFIA binding protein 1	protein_coding	8496	F5H7K5.40	11690	protein_coding	1.58947907654584	2.68676887024016	60.0648939947846	3.77671479278129e-06	0.000703944230673251
ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1	protein_coding	57535	E9PMS2.51	9194	protein_coding	2.32823417545185	6.21508500025582	59.5825955872804	3.94124186964339e-06	0.00071336162017494
SLC9A3R1	SLC9A3 regulator 1	protein_coding	9368	J3QRP6.63	2339	protein_coding	-0.552496501172562	7.87690218006327	59.5665945042501	3.9468410538642e-06	0.00071336162017494
CD200	CD200 molecule	protein_coding	4345	U3KQQ2.37	2991	protein_coding	2.68488888770774	1.32730673070435	59.2674980905978	4.05321805978684e-06	0.000721654302017868
PLPP1	phospholipid phosphatase 1	protein_coding	8611	A0A024QZU7.45	1935	protein_coding	1.12298561094719	4.8909457046061	58.8796830579756	4.19613383015071e-06	0.000731503980029453
MYB	MYB proto-oncogene, transcription factor	protein_coding	4602	P10242.207	5497	protein_coding	1.68066756904193	5.4171274666978	58.7043990682549	4.26263910913602e-06	0.000731503980029453
PDE7B	phosphodiesterase 7B	protein_coding	27115	Q9NP56.168	5941	protein_coding	1.8189037175221	4.44578365987711	58.4851210145716	4.34756330480663e-06	0.000731503980029453
BAX	BCL2 associated X, apoptosis regulator	protein_coding	581	NA	2587	protein_coding	-0.648701246000755	7.05555536886401	58.4691489497552	4.35382534848614e-06	0.000731503980029453
FGFR1	fibroblast growth factor receptor 1	protein_coding	2260	A0A3B3ISD1.15	17201	protein_coding	1.53375921497453	6.53794089988651	58.0679342612436	4.51460879444238e-06	0.000744223243489359
AIF1	allograft inflammatory factor 1	protein_coding	199	NA	1243	protein_coding	1.01773036350057	4.16780422291209	57.8967871239306	4.58528082459374e-06	0.000744223243489359
GBP5	guanylate binding protein 5	protein_coding	115362	Q96PP8.165	10960	protein_coding	-0.869579003876755	9.21464558060372	57.7115137063022	4.66323540041561e-06	0.000744223243489359
GRAP2	GRB2 related adaptor protein 2	protein_coding	9402	Q6FI14.142	6188	protein_coding	-0.943996038179388	7.25975954528385	57.5995425998602	4.71109200909289e-06	0.000744223243489359
ODAPH	odontogenesis associated phosphoprotein	protein_coding	152816	NA	2040	protein_coding	2.46573411339944	0.0575606482295371	57.5291538517001	4.74146755848699e-06	0.000744223243489359
STAM	signal transducing adaptor molecule	protein_coding	8027	Q92783.187	4130	protein_coding	0.686312208186794	5.37234567420211	57.3002778670822	4.84181695174618e-06	0.000750104343082859
NT5E	5'-nucleotidase ecto	protein_coding	4907	P21589.214	4533	protein_coding	2.7598002210867	5.6174949477271	56.9826379081549	4.98519043701026e-06	0.000762414573373018
TSPAN13	tetraspanin 13	protein_coding	27075	Q6FGK0.129	2004	protein_coding	1.84321626087014	1.29267414972704	56.8077046677983	5.06624849909748e-06	0.00076500352336372
ITGAX	integrin subunit alpha X	protein_coding	3687	NA	7076	protein_coding	2.30416659486694	6.97713490689712	56.4846046713864	5.22001197375575e-06	0.000778369035436655
KCNC3	potassium voltage-gated channel subfamily C member 3	protein_coding	3748	E7ETH1.78	6794	protein_coding	2.21181538199151	1.89797482867859	55.5987725920835	5.67010888361213e-06	0.000818737504787717
SMOX	spermine oxidase	protein_coding	54498	NA	2946	protein_coding	2.02503226790695	3.90218555719764	55.4534322388106	5.74817719774833e-06	0.000818737504787717
FHL3	four and a half LIM domains 3	protein_coding	2275	NA	2004	protein_coding	1.00767265974275	3.79552462863902	55.420419463922	5.76608287541671e-06	0.000818737504787717
STX3	syntaxin 3	protein_coding	6809	A0A286YF28.19	7308	protein_coding	-1.59363500760681	5.92296914823757	55.2954265872898	5.83446542784792e-06	0.000818737504787717
COL6A3	collagen type VI alpha 3 chain	protein_coding	1293	NA	21516	protein_coding	3.66957616877721	2.28643092872273	55.2015463959831	5.88644481256038e-06	0.000818737504787717
TRBV7-9	T cell receptor beta variable 7-9	TR_V_gene	NA	P04435.131	347	protein_coding	1.12935967444701	3.5829813212286	55.0539288249588	5.96926659006611e-06	0.000818737504787717
HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	protein_coding	3118	Q76NI6.29	1458	protein_coding	-1.79999457313694	2.86629865405469	55.0505529665806	5.97117636989952e-06	0.000818737504787717
POLH	DNA polymerase eta	protein_coding	5429	A0A024RD62.56	8368	protein_coding	-0.551007348942302	6.04187688514344	54.7554123252759	6.14091282340321e-06	0.000832442603072465
TARS3	threonyl-tRNA synthetase 3	protein_coding	123283	A2RTX5.128	4455	protein_coding	0.843694391012519	4.98156838975413	54.6217579687224	6.21961288676118e-06	0.000833637776698586
CAV1	caveolin 1	protein_coding	857	NA	3868	protein_coding	3.03987137346621	2.24922308180722	54.2289771167225	6.45774749205215e-06	0.000849041336210902
CNIH1	cornichon family AMPA receptor auxiliary protein 1	protein_coding	10175	B2R4P1.98	5019	protein_coding	0.880978572142346	5.36214159458105	54.1766597794733	6.49025704133495e-06	0.000849041336210902
KIT	KIT proto-oncogene, receptor tyrosine kinase	protein_coding	3815	NA	11327	protein_coding	2.41508051265064	5.08091902391708	53.9448614927093	6.63659524938929e-06	0.000849041336210902
ZNF358	zinc finger protein 358	protein_coding	140467	M0R2S5.56	2083	protein_coding	1.36225957443786	2.14891821215697	53.9377175293742	6.64116572657595e-06	0.000849041336210902
ARHGAP10	Rho GTPase activating protein 10	protein_coding	79658	NA	10755	protein_coding	0.728462430883724	4.36090605965418	53.8611068894904	6.69040871857027e-06	0.000849041336210902
MAD1L1	mitotic arrest deficient 1 like 1	protein_coding	8379	NA	6955	protein_coding	-0.851577102243431	4.60507274893594	53.7338221494145	6.77316203610527e-06	0.000850495262407367
LIME1	Lck interacting transmembrane adaptor 1	protein_coding	54923	X6RKG5.40	2550	protein_coding	-0.612342628876432	4.98373834478965	53.6028647246537	6.85954365192811e-06	0.000852369752331776
CCR6	C-C motif chemokine receptor 6	protein_coding	1235	P51684.198	3526	protein_coding	-3.3250132383211	2.61962622261897	53.4451747090179	6.96525793831314e-06	0.000856583112846777
TNF	tumor necrosis factor	protein_coding	7124	Q5STB3.156	1678	protein_coding	-1.83719470814798	4.63221348662388	53.2629293094404	7.08979392498503e-06	0.000863001548277004
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	protein_coding	9901	O43295.187	18864	protein_coding	1.61981712919764	1.94885552504401	52.7186287763623	7.47738499708825e-06	0.000900987127578441
RNF144A	ring finger protein 144A	protein_coding	9781	P50876.173	6450	protein_coding	-1.29115606663349	5.81206370212759	52.2100355482027	7.86189783163926e-06	0.000937845792336247
ST7	suppression of tumorigenicity 7	protein_coding	93655	E9PCV1.61	6526	protein_coding	1.0268652508509	3.56252436917571	51.8477785497695	8.14977170636913e-06	0.000961008386528579
ABLIM3	actin binding LIM protein family member 3	protein_coding	22885	O94929.178	7225	protein_coding	4.25388171230589	0.285699982738755	51.7650815609626	8.21718965763392e-06	0.000961008386528579
GCNT1	glucosaminyl (N-acetyl) transferase 1	protein_coding	2650	NA	9251	protein_coding	0.781324981926132	5.07515629106268	51.5058698767208	8.43273540849266e-06	0.000967749947889754
TNFSF8	TNF superfamily member 8	protein_coding	944	NA	4605	protein_coding	-1.3935438396837	6.69451522945864	51.4457618500878	8.48364929785261e-06	0.000967749947889754
PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	protein_coding	8503	Q92569.184	7397	protein_coding	-1.07527852990637	3.8351351253957	51.4051960788799	8.5182114618513e-06	0.000967749947889754
PON2	paraoxonase 2	protein_coding	5445	G3XAK4.87	3844	protein_coding	2.3161845527261	2.18296070507151	51.1803150323274	8.71279639920063e-06	0.000975423961740229
HLA-DMB	major histocompatibility complex, class II, DM beta	protein_coding	3109	NA	4613	protein_coding	-1.40014886182786	5.75165874419404	51.0486144286354	8.82914458888468e-06	0.000975423961740229
SMPD3	sphingomyelin phosphodiesterase 3	protein_coding	55512	Q9NY59.150	6984	protein_coding	-2.65106636037943	2.59960629741833	51.0464562457185	8.83106613026613e-06	0.000975423961740229
GPD2	glycerol-3-phosphate dehydrogenase 2	protein_coding	2820	E7EM56.59	7165	protein_coding	0.714847783825845	4.79379065247906	50.9242573951187	8.94066084595015e-06	0.000978469203957241
ADTRP	androgen dependent TFPI regulating protein	protein_coding	84830	H0Y9P4.41	3947	protein_coding	2.66642675459194	0.655337908375449	50.3702299693768	9.45774140417049e-06	0.00102564906554863
MMP25	matrix metallopeptidase 25	protein_coding	64386	O43923.145	4745	protein_coding	-1.20732128655773	5.517594730367	50.2789461994326	9.54622390241766e-06	0.00102591806244991
PDE8A	phosphodiesterase 8A	protein_coding	5151	O60658.203	8004	protein_coding	1.33910240857628	3.40896889347495	50.173461333422	9.6496689785296e-06	0.00102777590397214
CPM	carboxypeptidase M	protein_coding	1368	H0YHG6.38	7535	protein_coding	1.9878127849948	1.0563672810832	49.9698790302082	9.85300993473693e-06	0.00103267799289784
KCNQ1	potassium voltage-gated channel subfamily Q member 1	protein_coding	3784	E9PPZ0.60	4420	protein_coding	-1.25654871986838	2.46655110624677	49.9542431777846	9.86883151901702e-06	0.00103267799289784
ASB13	ankyrin repeat and SOCS box containing 13	protein_coding	79754	NA	3003	protein_coding	1.45010996879687	0.973759071587437	49.858604511431	9.96624949607933e-06	0.00103380339338026
GK	glycerol kinase	protein_coding	2710	P32189.203	5355	protein_coding	0.863261921934677	4.11538348692263	49.6429379520575	1.01900470426188e-05	0.00104195281091872
KCTD19	potassium channel tetramerization domain containing 19	protein_coding	146212	NA	7380	protein_coding	1.76809561443644	-0.122696376322836	49.6149591740495	1.02195053128921e-05	0.00104195281091872
GRK3	G protein-coupled receptor kinase 3	protein_coding	157	A0A024R1D8.53	9327	protein_coding	1.05092017227719	5.58863541793548	49.2803956025121	1.05795170505126e-05	0.0010695174482675
CD27	CD27 molecule	protein_coding	939	P26842.198	1322	protein_coding	0.792588582822795	7.40152650463719	49.1717357466496	1.06995886343171e-05	0.00107256632620814
RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	protein_coding	55103	NA	9161	protein_coding	2.09544757591122	0.717699179209555	48.7771159014676	1.11491346926606e-05	0.0010998963089104
LLGL2	LLGL scribble cell polarity complex component 2	protein_coding	3993	J3QSA6.55	7939	protein_coding	-0.855057879085009	4.42329933702365	48.7706924751072	1.11566311826774e-05	0.0010998963089104
PITPNM2	phosphatidylinositol transfer protein membrane associated 2	protein_coding	57605	Q9BZ72.138	9499	protein_coding	1.2657495076224	4.40640462824724	47.6810986257093	1.25171815611313e-05	0.0012239135970716
DOK5	docking protein 5	protein_coding	55816	Q9P104.167	2606	protein_coding	4.04861110533001	0.518164653843764	65.8213014463332	1.30993881781225e-05	0.00127042765509612
TRAF3IP2	TRAF3 interacting protein 2	protein_coding	10758	O43734.183	7871	protein_coding	0.766366584597972	4.00438210836774	46.9179923024686	1.35849472107003e-05	0.00130689383287455
HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	protein_coding	3113	X5CKE2.63	5748	protein_coding	-1.22714533378111	7.49105290241183	46.5708715804725	1.41053482962675e-05	0.00134293737950477
PAM	peptidylglycine alpha-amidating monooxygenase	protein_coding	5066	D6RF09.57	7523	protein_coding	0.826169148247998	5.74401845312832	46.5192028655453	1.41847690349234e-05	0.00134293737950477
RAB38	RAB38, member RAS oncogene family	protein_coding	23682	A0A024R191.55	1432	protein_coding	1.48825390502511	2.3169416230186	46.1576990252423	1.4755170158748e-05	0.00138594035294256
EFCAB8	EF-hand calcium binding domain 8	protein_coding	388795	A0A096LNH2.44	4772	protein_coding	-2.05837863716879	2.65772696832723	46.0141405885211	1.49890279119746e-05	0.0013969071403277
NR5A2	nuclear receptor subfamily 5 group A member 2	protein_coding	2494	O00482.206	7543	protein_coding	2.34963110368374	2.96859612809501	45.8214299563897	1.53097414550393e-05	0.00141573570400903
CTHRC1	collagen triple helix repeat containing 1	protein_coding	115908	Q96CG8.145	1745	protein_coding	3.53151977828183	2.52945611627641	45.3361601468327	1.61531956985212e-05	0.00148224208836661
AHI1	Abelson helper integration site 1	protein_coding	54806	NA	31596	protein_coding	1.29224571731562	6.85393026280327	45.0620758931829	1.66533430527517e-05	0.0015097908726233
SLC16A14	solute carrier family 16 member 14	protein_coding	151473	Q7RTX9.135	4932	protein_coding	2.37706872773736	-0.402742449591053	44.9725513735619	1.68205790522814e-05	0.0015097908726233
STARD9	StAR related lipid transfer domain containing 9	protein_coding	57519	NA	20776	protein_coding	-0.499588292163442	6.12443049794318	44.9435300731634	1.68752093687723e-05	0.0015097908726233
SV2A	synaptic vesicle glycoprotein 2A	protein_coding	9900	Q7L0J3.165	4786	protein_coding	0.935388426657041	4.72827551229722	44.8713312432853	1.7012012467119e-05	0.0015097908726233
GLUL	glutamate-ammonia ligase	protein_coding	2752	A0A2R8YDT1.18	12638	protein_coding	-1.24403077776555	4.07766981366834	44.8324376773053	1.70862409090574e-05	0.0015097908726233
FLT3LG	fms related receptor tyrosine kinase 3 ligand	protein_coding	2323	M0R2K0.46	2846	protein_coding	-0.795863107265909	5.61946366090622	44.6944414281141	1.73526525069699e-05	0.00152205729232091
ANKRD28	ankyrin repeat domain 28	protein_coding	23243	A0A024R2I9.8	11276	protein_coding	0.617177672423654	6.84623596012691	44.5909814963431	1.75555494034657e-05	0.00152861422506527
HTATSF1	HIV-1 Tat specific factor 1	protein_coding	27336	Q5H918.106	3055	protein_coding	-0.654278908071872	6.88177544054585	44.4569445937696	1.78225135610953e-05	0.00154061423384279
GOLM1	golgi membrane protein 1	protein_coding	51280	B3KNK9.107	4233	protein_coding	2.03308938655909	1.96993596569655	43.8796827199972	1.90273664821928e-05	0.00163293132925236
SPIB	Spi-B transcription factor	protein_coding	6689	Q01892.185	4282	protein_coding	2.90745395583546	-0.156475484958996	43.6649103667452	1.94995456043634e-05	0.00165284832629015
PKIA	cAMP-dependent protein kinase inhibitor alpha	protein_coding	5569	A0A024R7Y9.54	4015	protein_coding	0.965096254153808	2.56057967390322	43.6483299159467	1.95365591421671e-05	0.00165284832629015
FGR	FGR proto-oncogene, Src family tyrosine kinase	protein_coding	2268	P09769.222	3382	protein_coding	-2.07107517434076	3.02422025896997	43.5319782977948	1.9798600716194e-05	0.0016632218869259
SPATC1L	spermatogenesis and centriole associated 1 like	protein_coding	84221	Q9H0A9.152	2333	protein_coding	1.73047693506636	0.510626271830284	43.2171590234444	2.05282950157822e-05	0.00171246175694591
CYBRD1	cytochrome b reductase 1	protein_coding	79901	Q53TN4.140	5172	protein_coding	1.20009060818683	2.68077862900858	42.9494555954673	2.11733891642938e-05	0.00175400943986709
CD79B	CD79b molecule	protein_coding	974	P40259.193	2062	protein_coding	0.856743049188615	4.16297203389071	42.8061848480483	2.15282720225375e-05	0.00176121990637114
CFH	complement factor H	protein_coding	3075	A0A024R962.51	7980	protein_coding	-2.27325054585401	1.78322043306357	42.7952205479629	2.15557134990516e-05	0.00176121990637114
GYG1	glycogenin 1	protein_coding	2992	G5E9W8.79	7551	protein_coding	-0.678184836836578	6.09074655856546	42.6985166556656	2.17995079319985e-05	0.00176902265388306
GOLGA7B	golgin A7 family member B	protein_coding	401647	Q2TAP0.112	6854	protein_coding	-2.00002578661536	1.99847440970072	42.5880014562646	2.20820440268807e-05	0.00177984258916662
RNASE6	ribonuclease A family member k6	protein_coding	6039	Q6IB39.135	844	protein_coding	-1.65629737776302	-0.249175509145822	42.3786994342199	2.26288460492886e-05	0.00181167452699305
PTGR2	prostaglandin reductase 2	protein_coding	145482	V9HW32.61	6984	protein_coding	1.2925557387498	1.75967859214746	42.1695943269013	2.31908664038797e-05	0.00184429230221254
ITGAD	integrin subunit alpha D	protein_coding	3681	NA	4388	protein_coding	3.3898729738595	2.9521950569816	42.0988155759277	2.33847543425781e-05	0.00184739559306367
MORN3	MORN repeat containing 3	protein_coding	283385	Q6PF18.127	3856	protein_coding	-1.06030047535554	2.25676627069547	41.9813980151311	2.37105616845337e-05	0.00185482618993627
FXYD2	FXYD domain containing ion transport regulator 2	protein_coding	486	NA	5608	protein_coding	1.4577242065923	-0.496410035353142	41.9531274259741	2.3789790180254e-05	0.00185482618993627
