SYMBOL	ES
ARHGAP5	0.20 
NSA2	0.20 
UXS1	0.20 
SAMHD1	0.19 
GCNT4	0.19 
CLUAP1	0.19 
CACNA1I	0.19 
HNRNPA1	0.19 
TTC3	0.19 
LGMN	0.19 
SERP1	0.19 
CD48	0.19 
MLXIP	0.19 
PRDX2	0.19 
LY96	0.19 
JUNB	0.18 
SFMBT1	0.18 
GIMAP5	0.18 
TNFAIP8	0.18 
CEP68	0.18 
RALGPS2	0.18 
PKIA	0.18 
UBE2E2	0.18 
ATG9B	0.18 
SNN	0.18 
GNAQ	0.18 
SH2D3A	0.18 
SLC7A6	0.18 
PPA1	0.18 
NR3C2	0.18 
MB21D2	0.18 
FXYD2	0.18 
RASSF3	0.18 
TOMM20	0.18 
STXBP1	0.18 
AXIN2	0.18 
SPTBN1	0.18 
C16orf74	0.18 
TMEM45B	0.17 
DCHS1	0.17 
SPINK2	0.17 
PPP1R2	0.17 
SMAP2	0.17 
SEPT6	0.17 
ARHGEF4	0.17 
METAP1D	0.17 
DHRS3	0.17 
STK38	0.17 
SLC7A8	0.17 
EPB41L4A-AS1	0.17 
SLC39A8	0.17 
NEFL	0.17 
BNIP3	0.17 
C12orf57	0.17 
SSBP2	0.17 
CHMP7	0.17 
P2RY8	0.17 
USP53	0.17 
IL6ST	0.17 
SORBS3	0.17 
GRASP	0.17 
WDR74	0.17 
RBM11	0.17 
CR1	0.17 
CTSL	0.17 
NAA16	0.17 
MAML3	0.17 
TSHZ2	0.16 
CCDC57	0.16 
TSPAN18	0.16 
CLN5	0.16 
S1PR4	0.16 
CNST	0.16 
HEMGN	0.16 
PSIP1	0.16 
FMN1	0.16 
MSL3	0.16 
NUAK2	0.16 
ITPKB	0.16 
ZBED3	0.16 
NSMCE1	0.16 
PGAP1	0.16 
GYPC	0.16 
GSTM3	0.16 
GPRASP1	0.16 
GRAP	0.16 
NME4	0.16 
SLC12A7	0.16 
BIRC3	0.16 
FAM60A	0.16 
TNFRSF4	0.16 
CYSLTR1	0.16 
PABPC4	0.16 
R3HDM4	0.16 
CMSS1	0.16 
EFHC2	0.16 
AGBL3	0.16 
BEND5	0.16 
MID1IP1	0.16 
FLNB	0.15 
BEX5	0.15 
EIF3D	0.15 
DNAH6	0.15 
NBPF15	0.15 
USP3	0.15 
C17orf51	0.15 
ACVR2A	0.15 
ANK3	0.15 
SLC8B1	0.15 
TCP11L2	0.15 
NUCB2	0.15 
