SYMBOL	ES
C19orf48	0.51 
POMP	0.51 
RPL39L	0.51 
ACTR3	0.51 
CDC25B	0.51 
SMC4	0.50 
KIAA1524	0.50 
S100A6	0.50 
PSMB3	0.50 
SSRP1	0.50 
NCAPG2	0.50 
TXNDC17	0.50 
E2F1	0.50 
GNG5	0.50 
RFC4	0.50 
MZT2B	0.50 
CCT8	0.50 
FKBP1A	0.50 
PGAM1	0.50 
PYCR1	0.50 
ACAT2	0.50 
MRPL13	0.50 
HSD17B10	0.50 
CDK4	0.49 
ADSL	0.49 
LSM3	0.49 
PHB2	0.49 
AHCY	0.49 
PSMA6	0.49 
RBM3	0.49 
MTHFD1	0.49 
BCL2L12	0.49 
KIF22	0.49 
TMPO	0.49 
KIF18B	0.49 
NDUFS6	0.49 
SKA2	0.49 
HAUS1	0.49 
PARK7	0.49 
THOC3	0.49 
NPDC1	0.49 
CLIC1	0.49 
NAP1L1	0.48 
KNSTRN	0.48 
LRR1	0.48 
SNRPA	0.48 
LMNB1	0.48 
GTF3A	0.48 
SNRPB	0.48 
SNRPC	0.48 
NPM1	0.48 
CACYBP	0.48 
ATP5G2	0.48 
HINT1	0.48 
S100A4	0.48 
ANAPC11	0.48 
S100A10	0.48 
GTF3C6	0.48 
ATP5D	0.48 
DNPH1	0.48 
POLE2	0.48 
GSTP1	0.48 
ISOC2	0.47 
MRPL15	0.47 
ETFB	0.47 
LSM2	0.47 
PRDX2	0.47 
RFC2	0.47 
POLR2E	0.47 
MYB	0.47 
YWHAH	0.47 
MXD3	0.47 
MYL6	0.47 
DNMT1	0.47 
GLRX3	0.47 
PSMB8	0.47 
CLTA	0.47 
C12orf75	0.47 
ALDOA	0.47 
ESPL1	0.47 
EBNA1BP2	0.47 
MRTO4	0.47 
ECT2	0.47 
MTCH2	0.47 
DEK	0.47 
EMP3	0.46 
THOC7	0.46 
NUCKS1	0.46 
ATP5H	0.46 
NABP2	0.46 
FDPS	0.46 
NAA38	0.46 
LSM7	0.46 
RBBP8	0.46 
ATP5B	0.46 
UQCRH	0.46 
HNRNPD	0.46 
PAFAH1B3	0.46 
NUP37	0.46 
ILF2	0.46 
CCT6A	0.46 
LIG1	0.46 
ATP5L	0.46 
HINT2	0.46 
HNRNPA2B1	0.46 
RNASEH2B	0.45 
RBX1	0.45 
MRPL28	0.45 
ATAD5	0.45 
CIT	0.45 
SLC25A3	0.45 
HELLS	0.45 
FKBP3	0.45 
SLC29A1	0.45 
RACGAP1	0.45 
TWF2	0.45 
PA2G4	0.45 
TMEM106C	0.45 
COX6B1	0.45 
HIRIP3	0.45 
HSPB11	0.45 
PHB	0.45 
NDUFB7	0.45 
PSMD8	0.45 
ARPC3	0.45 
UQCRC1	0.45 
ERH	0.45 
RPS17	0.44 
VDAC1	0.44 
HSPD1	0.44 
DECR1	0.44 
GMFG	0.44 
UQCC2	0.44 
VDAC3	0.44 
AIF1	0.44 
NDUFB6	0.44 
TRAP1	0.44 
FBXO5	0.44 
MRPL4	0.44 
HNRNPA1	0.44 
ANXA5	0.44 
BOLA3	0.44 
PSMB6	0.44 
PARPBP	0.44 
HIST1H4C	0.44 
CCT3	0.44 
SMS	0.44 
MRPS33	0.44 
ETHE1	0.44 
SDF2L1	0.44 
DNAJC15	0.44 
PSMB1	0.44 
SYCE2	0.43 
NUDT21	0.43 
FUT7	0.43 
PLK4	0.43 
NDUFB10	0.43 
NDUFB2	0.43 
SAC3D1	0.43 
PSMA3	0.43 
MRPS24	0.43 
CCT7	0.43 
ARHGDIB	0.43 
RRM1	0.43 
EIF3L	0.43 
CCT2	0.43 
RPS2	0.43 
POP4	0.43 
LAMTOR2	0.43 
CPNE2	0.43 
SEC61G	0.43 
TIMM10	0.43 
NDUFA12	0.43 
DCTN3	0.43 
HADH	0.43 
YWHAE	0.42 
PPM1G	0.42 
NDUFS8	0.42 
UBE2L3	0.42 
MDH1	0.42 
C14orf2	0.42 
EIF3I	0.42 
GSTO1	0.42 
CAPZB	0.42 
HMGN1	0.42 
PSMB10	0.42 
TRAPPC1	0.42 
CBX5	0.42 
CENPK	0.42 
HPRT1	0.42 
UCK2	0.42 
ALYREF	0.42 
RPL26L1	0.42 
SLIRP	0.42 
EBP	0.42 
COX5B	0.42 
PSMA7	0.42 
RUVBL1	0.42 
FIBP	0.42 
TPM3	0.42 
SRSF3	0.42 
PPIB	0.42 
HDAC1	0.41 
RGS10	0.41 
DNA2	0.41 
IDH2	0.41 
PMVK	0.41 
NPM3	0.41 
RAC2	0.41 
C17orf53	0.41 
RPL4	0.41 
COX7B	0.41 
SET	0.41 
UQCR10	0.41 
PSMC3	0.41 
SRM	0.41 
NDUFA6	0.41 
NDUFV2	0.41 
HNRNPAB	0.41 
EIF2S2	0.41 
EEF1E1	0.41 
TPRKB	0.41 
SSBP1	0.41 
DCPS	0.40 
PGLS	0.40 
YWHAQ	0.40 
TUFM	0.40 
PDIA6	0.40 
DNAJC9	0.40 
MCUR1	0.40 
CHAF1B	0.40 
RFC5	0.40 
MRPS15	0.40 
SEC61B	0.40 
MIS18A	0.40 
BTF3	0.40 
TOMM40	0.40 
SNRPD3	0.40 
VPS25	0.40 
LIME1	0.40 
GDI2	0.40 
DAZAP1	0.40 
MAGOHB	0.40 
FBL	0.40 
VBP1	0.40 
NDUFA4	0.40 
GCAT	0.40 
CCDC28B	0.40 
SNRPD2	0.40 
PPP4C	0.40 
ZYX	0.40 
PARP1	0.40 
TXN2	0.40 
ATPIF1	0.40 
MRPL18	0.40 
VRK1	0.40 
ACAT1	0.40 
APEX1	0.40 
SERBP1	0.40 
FAM72D	0.39 
CAP1	0.39 
SPDL1	0.39 
MRPL27	0.39 
SHMT1	0.39 
CCT4	0.39 
DSN1	0.39 
NDUFB4	0.39 
MRPS11	0.39 
CCDC124	0.39 
PIN1	0.39 
RAD51C	0.39 
ERCC6L	0.39 
COMMD4	0.39 
NOP10	0.39 
PDAP1	0.39 
RCC1	0.39 
LYRM4	0.39 
C3orf14	0.39 
SRI	0.39 
MDH2	0.39 
MRPL3	0.39 
FAM96A	0.39 
ESD	0.39 
TMEM258	0.39 
PLGRKT	0.39 
NUDT5	0.39 
C20orf27	0.39 
CDK2	0.39 
CDK2AP2	0.39 
USP1	0.39 
CDCA7L	0.39 
SLC43A3	0.39 
USMG5	0.39 
POLR2G	0.39 
CDC123	0.39 
ZDHHC12	0.38 
GTF2A2	0.38 
MCTS1	0.38 
NPW	0.38 
PSMC5	0.38 
SH3BGRL3	0.38 
POLD1	0.38 
ACTL6A	0.38 
ANP32A	0.38 
NDUFB11	0.38 
TIPIN	0.38 
TIMM8B	0.38 
SEC11A	0.38 
CISD1	0.38 
CCNF	0.38 
AKR1A1	0.38 
SRP9	0.38 
YIF1B	0.38 
ROMO1	0.38 
TCP1	0.38 
AP1S1	0.38 
OLA1	0.38 
MINOS1	0.38 
COX7A2	0.38 
RPS5	0.38 
NDUFB1	0.38 
TOMM22	0.38 
PRMT1	0.38 
AURKAIP1	0.38 
FH	0.38 
HNRNPC	0.38 
ARHGAP11A	0.38 
UBE2N	0.38 
PSMD4	0.38 
MRPS16	0.38 
SLC25A6	0.38 
RPS8	0.38 
SUB1	0.37 
ITGB1BP1	0.37 
ATIC	0.37 
TAGLN2	0.37 
PSMD14	0.37 
DCTN2	0.37 
MZT1	0.37 
SMC1A	0.37 
LSM6	0.37 
CSK	0.37 
CISD3	0.37 
OSTC	0.37 
TPGS2	0.37 
SNRPA1	0.37 
TACC3	0.37 
SUMO1	0.37 
RFC3	0.37 
HLA-DRA	0.37 
SUCLG1	0.37 
PSMG1	0.37 
XRCC5	0.37 
KXD1	0.37 
EXOSC8	0.37 
PSAT1	0.37 
PYCARD	0.37 
S100A11	0.37 
PSMB9	0.37 
RPL7	0.37 
SMC3	0.37 
XRCC2	0.37 
ADH5	0.37 
PAQR4	0.37 
SAPCD2	0.36 
HAUS4	0.36 
RECQL4	0.36 
HIST1H2BH	0.36 
TMEM160	0.36 
PPIL1	0.36 
BUB1B	0.36 
PXMP2	0.36 
NEDD8	0.36 
BRCA2	0.36 
GPX7	0.36 
GADD45GIP1	0.36 
MT1X	0.36 
SLC25A10	0.36 
RHOA	0.36 
HMBS	0.36 
PSMB7	0.36 
MT1G	0.36 
SEC11C	0.36 
MRPS12	0.36 
WDR18	0.36 
PFDN4	0.36 
WDR62	0.36 
TBCB	0.36 
HDGF	0.36 
MRPL14	0.36 
SMARCB1	0.36 
PSMA1	0.36 
PFDN6	0.36 
P4HB	0.36 
LRRC59	0.36 
NDUFC2	0.36 
IFI27L1	0.36 
SSNA1	0.36 
GOT2	0.36 
HNRNPF	0.35 
COPE	0.35 
UBE2I	0.35 
NDUFS2	0.35 
MRPS35	0.35 
SNF8	0.35 
PPIH	0.35 
GPI	0.35 
ETFA	0.35 
WDHD1	0.35 
TXNL4A	0.35 
STIL	0.35 
DPP3	0.35 
TNFRSF8	0.35 
MTHFD1L	0.35 
ARPC5L	0.35 
ZNF706	0.35 
NDUFA7	0.35 
H3F3A	0.35 
AKR1B1	0.35 
POLR2H	0.35 
MRPL12	0.35 
FDFT1	0.35 
RPL35	0.35 
TRAIP	0.35 
RHOG	0.35 
TRAPPC2L	0.35 
TUBB6	0.35 
HIST1H2AM	0.35 
RBM17	0.35 
PRDX5	0.35 
GNAI2	0.35 
COX16	0.35 
THOP1	0.35 
ITPA	0.35 
UQCRFS1	0.35 
GLRX5	0.35 
SPTBN1	0.35 
SIVA1	0.35 
PSMG2	0.35 
NOSIP	0.35 
MRPL41	0.34 
RPL8	0.34 
C8orf59	0.34 
ACAA2	0.34 
MMADHC	0.34 
WDR76	0.34 
DAD1	0.34 
SDHB	0.34 
UCP2	0.34 
CHCHD1	0.34 
MRPS36	0.34 
TESC	0.34 
UQCRC2	0.34 
ZCRB1	0.34 
MCM6	0.34 
PSMD13	0.34 
LIMD2	0.34 
EIF3K	0.34 
CENPP	0.34 
COX17	0.34 
DHRS4L2	0.34 
CKS2	0.34 
ZNF367	0.34 
ATAD2	0.34 
MRPL24	0.34 
TOMM5	0.34 
EIF3H	0.34 
FAM207A	0.34 
SNRNP40	0.34 
CLPP	0.34 
AIMP2	0.34 
POP7	0.34 
BLVRA	0.34 
PTRHD1	0.34 
ITGB3BP	0.34 
NUDCD2	0.34 
FANCD2	0.34 
MRPL40	0.34 
PSRC1	0.34 
ACP1	0.34 
PRPF19	0.34 
HNRNPR	0.34 
GTF2H5	0.34 
COA6	0.34 
SRSF9	0.34 
MYL12A	0.34 
RNASEH2C	0.34 
MRPL17	0.34 
SUMO2	0.34 
SEC13	0.34 
RPL15	0.34 
SRP14	0.34 
METTL5	0.34 
EIF3F	0.33 
TP53	0.33 
NDUFS7	0.33 
PPP1CC	0.33 
PSMC4	0.33 
PSMB4	0.33 
ARL6IP4	0.33 
CHMP2A	0.33 
NONO	0.33 
LAGE3	0.33 
AES	0.33 
WDR54	0.33 
TICRR	0.33 
MRPL16	0.33 
POLR3K	0.33 
ATP5I	0.33 
PSMD7	0.33 
ILK	0.33 
RASGRP2	0.33 
COPS3	0.33 
ASRGL1	0.33 
MRPS14	0.33 
ANXA6	0.33 
BZW2	0.33 
TCTEX1D2	0.33 
CHCHD5	0.33 
SEPT6	0.33 
RPS19BP1	0.33 
DLEU2	0.33 
ARHGDIA	0.33 
MIEN1	0.33 
PNKD	0.32 
SDHC	0.32 
GINS3	0.32 
FANCG	0.32 
HDDC2	0.32 
HNRNPM	0.32 
LAT	0.32 
MRPS23	0.32 
PSME1	0.32 
ATAD3A	0.32 
AP1M1	0.32 
URM1	0.32 
POLR2L	0.32 
ELAVL1	0.32 
SF3B5	0.32 
C21orf58	0.32 
POLR2J	0.32 
NUDC	0.32 
ECHS1	0.32 
NDUFA11	0.32 
PRKDC	0.32 
NDUFS3	0.32 
TMA7	0.32 
MAD2L2	0.32 
DBNL	0.32 
OCIAD2	0.32 
BRI3BP	0.32 
SH3BP1	0.32 
YEATS4	0.32 
TTF2	0.32 
QARS	0.32 
MRPS7	0.32 
ATOX1	0.32 
MRPL22	0.32 
EIF3A	0.32 
TIMM17A	0.32 
ESYT1	0.32 
NDUFC1	0.32 
AIP	0.32 
EEF1G	0.32 
BRK1	0.32 
STX10	0.32 
EIF3M	0.32 
CLN6	0.32 
HSBP1	0.32 
CENPI	0.32 
RBBP7	0.32 
TSPO	0.32 
PSIP1	0.32 
HDAC2	0.31 
PSMB5	0.31 
TMEM97	0.31 
TADA3	0.31 
PPIF	0.31 
SUMO3	0.31 
COX20	0.31 
NUCB2	0.31 
SNRNP70	0.31 
WDR77	0.31 
GNB2	0.31 
THOC6	0.31 
INCENP	0.31 
C19orf70	0.31 
HIST1H2AE	0.31 
VPS29	0.31 
MRPL54	0.31 
PCMT1	0.31 
C9orf16	0.31 
PSMD11	0.31 
ZNHIT1	0.31 
CCNE1	0.31 
XRCC6	0.31 
HSPBP1	0.31 
PDCD6	0.31 
CD74	0.31 
RPL22	0.31 
POLDIP2	0.31 
SNX5	0.31 
SMCO4	0.31 
NDUFA1	0.31 
NSMCE1	0.31 
UFC1	0.31 
SLC25A39	0.31 
PSMD3	0.31 
ARF5	0.31 
SYNCRIP	0.31 
MPC2	0.31 
PSMC2	0.31 
ARPC4	0.31 
RALY	0.31 
NDUFA8	0.31 
UBE2S	0.31 
RBBP4	0.31 
APRT	0.31 
PEBP1	0.31 
MYCBP	0.31 
SNAPIN	0.31 
CS	0.31 
MPDU1	0.31 
KPNA2	0.31 
GMPS	0.31 
ADRM1	0.31 
LDHA	0.31 
MRPL47	0.31 
EEF1B2	0.31 
TOPBP1	0.31 
H2AFX	0.31 
SEPHS1	0.31 
ASNA1	0.31 
HIST1H2AG	0.30 
NTHL1	0.30 
FLNA	0.30 
EID1	0.30 
EXOSC5	0.30 
LMNB2	0.30 
CTNNAL1	0.30 
EMC6	0.30 
PHPT1	0.30 
BLOC1S1	0.30 
CENPO	0.30 
PLP2	0.30 
NDUFA13	0.30 
KHDRBS1	0.30 
MRPL23	0.30 
ERI3	0.30 
MTX1	0.30 
TCERG1	0.30 
CDKN2AIPNL	0.30 
RDM1	0.30 
RPL29	0.30 
PSMC3IP	0.30 
MRPS18B	0.30 
TIMM23	0.30 
ZNF511	0.30 
TXNL1	0.30 
VDAC2	0.30 
UCHL3	0.30 
TMEM126A	0.30 
EIF6	0.30 
C12orf10	0.30 
PRDX4	0.30 
HNRNPA3	0.30 
PPP1R18	0.30 
CYB5B	0.30 
MRPS2	0.30 
RPL22L1	0.30 
CCNE2	0.30 
CSNK2B	0.30 
PSMD1	0.30 
TMSB4X	0.30 
COA4	0.30 
HAUS8	0.30 
THYN1	0.30 
FAM96B	0.30 
TEX264	0.30 
MRPL36	0.30 
RPS18	0.30 
SNRPB2	0.30 
RPA1	0.30 
CD99	0.30 
HIST1H1C	0.30 
PSMD2	0.30 
NCAPD3	0.30 
IMMT	0.30 
LRRFIP1	0.30 
MRPS21	0.30 
NDUFB5	0.29 
UNG	0.29 
UBE2V2	0.29 
RGS19	0.29 
CCDC25	0.29 
SERF2	0.29 
TIMM50	0.29 
MRPL35	0.29 
AGMAT	0.29 
TFAM	0.29 
UROD	0.29 
COA3	0.29 
MPG	0.29 
WARS	0.29 
EWSR1	0.29 
ALKBH7	0.29 
UBL5	0.29 
SERPINB1	0.29 
RAB33A	0.29 
GBP1	0.29 
PIH1D1	0.29 
RPLP1	0.29 
C19orf53	0.29 
RNPS1	0.29 
TCEA1	0.29 
RABL6	0.29 
SSSCA1	0.29 
RPP30	0.29 
SRA1	0.29 
DKC1	0.29 
FAM136A	0.29 
TBCA	0.29 
EME1	0.29 
BLM	0.29 
IAH1	0.29 
CLNS1A	0.29 
DDT	0.29 
RPS26	0.29 
IPO5	0.29 
HIGD2A	0.29 
HLA-DMA	0.29 
PIGX	0.29 
ARRB2	0.29 
CTSB	0.29 
SLC9A3R1	0.29 
GARS	0.29 
NASP	0.29 
PSMC1	0.29 
EIF3E	0.29 
SAMM50	0.29 
CENPQ	0.29 
NDUFA9	0.29 
EBPL	0.29 
C16orf95	0.29 
YWHAB	0.29 
S1PR4	0.29 
POLA2	0.29 
MRPS25	0.29 
PARVB	0.28 
PRMT5	0.28 
TMEM167A	0.28 
GPS1	0.28 
CCDC85B	0.28 
KPNB1	0.28 
HIST1H1E	0.28 
TRAF3IP3	0.28 
MRPL48	0.28 
MRPL20	0.28 
SF3B2	0.28 
WRAP53	0.28 
CALR	0.28 
TMEM237	0.28 
RPS4X	0.28 
MRPS18C	0.28 
PCBP1	0.28 
COX7C	0.28 
CAPN2	0.28 
HCFC1R1	0.28 
SUV39H1	0.28 
CUEDC2	0.28 
DNAJC8	0.28 
PPP1R7	0.28 
PFKL	0.28 
PTMA	0.28 
ATP6V1F	0.28 
MT1F	0.28 
ATG3	0.28 
SUV39H2	0.28 
GHITM	0.28 
BIN1	0.28 
MANF	0.28 
NRM	0.28 
RPS6	0.28 
ZWILCH	0.28 
DNAJC7	0.28 
CHCHD3	0.28 
RRP7A	0.28 
C1orf112	0.28 
SARNP	0.28 
SRSF1	0.28 
RPIA	0.28 
DESI1	0.28 
RAD23A	0.28 
UBL7	0.28 
TMEM256-PLSCR3	0.28 
CHD4	0.28 
PCBD2	0.28 
HSPE1	0.28 
LAMTOR1	0.28 
HADHA	0.28 
GSDMD	0.28 
RPL5	0.28 
SFXN1	0.28 
SLC25A11	0.28 
APIP	0.28 
HNRNPU	0.28 
PHF5A	0.28 
LYPLA1	0.28 
CXCR3	0.28 
LAMTOR5	0.28 
COPRS	0.28 
AAAS	0.28 
MEA1	0.28 
TSEN15	0.28 
GTPBP4	0.28 
PUF60	0.28 
RAC1	0.28 
STIP1	0.28 
LEF1	0.28 
MPLKIP	0.28 
TRNAU1AP	0.28 
DTD1	0.28 
RPL10A	0.28 
TMEM14B	0.28 
NDUFB8	0.28 
EIF3D	0.28 
FXN	0.28 
KIF20B	0.27 
EIF4H	0.27 
NAA10	0.27 
DSTN	0.27 
IFRD2	0.27 
NOL7	0.27 
NDUFA10	0.27 
MRPL21	0.27 
TOR3A	0.27 
GLRX	0.27 
RANGRF	0.27 
AP2M1	0.27 
ALDH16A1	0.27 
BYSL	0.27 
COX4I1	0.27 
NOB1	0.27 
DCUN1D5	0.27 
RER1	0.27 
RPS27L	0.27 
PGP	0.27 
DPM2	0.27 
WDR61	0.27 
PDF	0.27 
PFDN2	0.27 
MMAB	0.27 
PSMG3	0.27 
CISD2	0.27 
INF2	0.27 
POLR2I	0.27 
PSMD6	0.27 
ACYP1	0.27 
OXA1L	0.27 
NT5C	0.27 
COMMD3	0.27 
MBD2	0.27 
KIF18A	0.27 
TRMT112	0.27 
ARL3	0.27 
HSP90AB1	0.27 
VARS	0.27 
TAF9	0.27 
PCK2	0.27 
SH3BP5	0.27 
SMDT1	0.27 
EXOSC3	0.27 
CHTF8	0.27 
PLEKHJ1	0.27 
SFXN4	0.27 
DGUOK	0.27 
COMTD1	0.27 
CDCA4	0.27 
COX7A2L	0.27 
NTPCR	0.27 
BCAT2	0.27 
CINP	0.27 
RMI1	0.27 
EIF2B1	0.27 
HIST1H1D	0.27 
SRP72	0.27 
NDUFAF3	0.27 
MCRS1	0.27 
CIAPIN1	0.27 
SPCS3	0.27 
COMT	0.27 
C19orf24	0.27 
NOP16	0.27 
SCCPDH	0.27 
PDHA1	0.27 
AIFM1	0.27 
TIPRL	0.27 
IDH3B	0.27 
DYNLRB1	0.27 
NAA20	0.27 
RSU1	0.27 
WDR4	0.27 
CHAC2	0.27 
LBR	0.27 
EPRS	0.26 
CDC42	0.26 
LRRC42	0.26 
MRPL39	0.26 
MSH6	0.26 
SPCS1	0.26 
COA1	0.26 
LMAN2	0.26 
SF3B4	0.26 
GCSH	0.26 
PPP1R14B	0.26 
DRG1	0.26 
SSR3	0.26 
AHSA1	0.26 
GALK1	0.26 
FARSB	0.26 
FERMT3	0.26 
PDCD2	0.26 
BRD7	0.26 
TAF10	0.26 
TMEM123	0.26 
GPATCH4	0.26 
UBE2D2	0.26 
NDUFV1	0.26 
SASH3	0.26 
IDH3G	0.26 
UXT	0.26 
PRPF31	0.26 
ANXA11	0.26 
DNAJB11	0.26 
RNF181	0.26 
PGK1	0.26 
MYH10	0.26 
EIF2B2	0.26 
BLMH	0.26 
PTGES3	0.26 
DONSON	0.26 
LAMTOR4	0.26 
INO80E	0.26 
GART	0.26 
CORO1B	0.26 
ANAPC5	0.26 
AK2	0.26 
LIN9	0.26 
RPUSD3	0.26 
TFAP4	0.26 
CAPG	0.26 
RTFDC1	0.26 
ADI1	0.26 
EIF2S1	0.26 
BUB3	0.26 
HTATSF1	0.26 
HIST1H3H	0.26 
HIST1H2BF	0.26 
CHD1L	0.26 
VAMP5	0.26 
NMI	0.26 
NRROS	0.26 
E2F4	0.26 
CBR1	0.26 
WDR5	0.26 
GALE	0.26 
ERGIC3	0.26 
POLD3	0.26 
RECQL	0.26 
SUPT4H1	0.26 
TMED3	0.26 
KRT10	0.26 
GLO1	0.25 
POLA1	0.25 
ELP6	0.25 
ATP5O	0.25 
LAP3	0.25 
CD38	0.25 
VMA21	0.25 
ATP5E	0.25 
RPL14	0.25 
BATF	0.25 
PABPN1	0.25 
BAG2	0.25 
ST13	0.25 
DFFA	0.25 
RCSD1	0.25 
NDC1	0.25 
SUPT16H	0.25 
LRRC45	0.25 
C16orf87	0.25 
CKLF	0.25 
UBE2L6	0.25 
BOP1	0.25 
SLC35B1	0.25 
RPL23	0.25 
CHTF18	0.25 
WDR83OS	0.25 
CKAP5	0.25 
ADA	0.25 
U2AF2	0.25 
CCDC51	0.25 
BRIP1	0.25 
ENY2	0.25 
NUBP1	0.25 
TUBB4B	0.25 
SLBP	0.25 
AKR7A2	0.25 
HNRNPK	0.25 
PRKCB	0.25 
EXOSC9	0.25 
ATXN10	0.25 
HLA-DRB1	0.25 
GYPC	0.25 
KNTC1	0.25 
NDUFS4	0.25 
QTRT1	0.25 
CSTB	0.25 
RCCD1	0.25 
FTSJ1	0.25 
MRPL19	0.25 
HSP90B1	0.25 
CBX1	0.25 
ELP5	0.25 
CNIH1	0.25 
RNF126	0.25 
TMEM183A	0.25 
GEMIN6	0.25 
FKBP2	0.25 
MTHFD2	0.25 
POLE3	0.25 
